"Country or Area","Currency","ISIC Rev 3","Year","Measure","Value","Value Footnotes"
"Afghanistan ","Afghani","154 Other food products","2011","Wages and salaries paid to employees","335228000",""
"Afghanistan ","Afghani","154 Other food products","2010","Wages and salaries paid to employees","322938000",""
"Afghanistan ","Afghani","154 Other food products","2009","Wages and salaries paid to employees","343440000",""
"Afghanistan ","Afghani","154 Other food products","2008","Wages and salaries paid to employees","322376000",""
"Afghanistan ","Afghani","154 Other food products","2007","Wages and salaries paid to employees","305280000",""
"Afghanistan ","Afghani","1722 Carpets and rugs","2011","Wages and salaries paid to employees","468745000",""
"Afghanistan ","Afghani","1722 Carpets and rugs","2010","Wages and salaries paid to employees","450120000",""
"Afghanistan ","Afghani","1722 Carpets and rugs","2009","Wages and salaries paid to employees","438969000",""
"Afghanistan ","Afghani","1722 Carpets and rugs","2008","Wages and salaries paid to employees","423324000",""
"Afghanistan ","Afghani","1722 Carpets and rugs","2007","Wages and salaries paid to employees","385920000",""
"Afghanistan ","Afghani","2029 Other wood products; articles of cork/straw","2011","Wages and salaries paid to employees","96102000",""
"Afghanistan ","Afghani","2029 Other wood products; articles of cork/straw","2010","Wages and salaries paid to employees","92730000",""
"Afghanistan ","Afghani","2029 Other wood products; articles of cork/straw","2009","Wages and salaries paid to employees","95202000",""
"Afghanistan ","Afghani","2029 Other wood products; articles of cork/straw","2008","Wages and salaries paid to employees","96672000",""
"Afghanistan ","Afghani","2029 Other wood products; articles of cork/straw","2007","Wages and salaries paid to employees","92160000",""
"Afghanistan ","Afghani","221 Publishing","2011","Wages and salaries paid to employees","158893000",""
"Afghanistan ","Afghani","221 Publishing","2010","Wages and salaries paid to employees","152262000",""
"Afghanistan ","Afghani","221 Publishing","2009","Wages and salaries paid to employees","145644000",""
"Afghanistan ","Afghani","221 Publishing","2008","Wages and salaries paid to employees","140148000",""
"Afghanistan ","Afghani","221 Publishing","2007","Wages and salaries paid to employees","131904000",""
"Afghanistan ","Afghani","242 Other chemicals","2011","Wages and salaries paid to employees","146512000",""
"Afghanistan ","Afghani","242 Other chemicals","2010","Wages and salaries paid to employees","140646000",""
"Afghanistan ","Afghani","242 Other chemicals","2009","Wages and salaries paid to employees","135028000",""
"Afghanistan ","Afghani","242 Other chemicals","2008","Wages and salaries paid to employees","130536000",""
"Afghanistan ","Afghani","242 Other chemicals","2007","Wages and salaries paid to employees","110592000",""
"Afghanistan ","Afghani","2520 Plastic products","2011","Wages and salaries paid to employees","136868000",""
"Afghanistan ","Afghani","2520 Plastic products","2010","Wages and salaries paid to employees","132066000",""
"Afghanistan ","Afghani","2520 Plastic products","2009","Wages and salaries paid to employees","129168000",""
"Afghanistan ","Afghani","2520 Plastic products","2008","Wages and salaries paid to employees","124236000",""
"Afghanistan ","Afghani","2520 Plastic products","2007","Wages and salaries paid to employees","132480000",""
"Afghanistan ","Afghani","2695 Articles of concrete, cement and plaster","2011","Wages and salaries paid to employees","377086000",""
"Afghanistan ","Afghani","2695 Articles of concrete, cement and plaster","2010","Wages and salaries paid to employees","425670000",""
"Afghanistan ","Afghani","2695 Articles of concrete, cement and plaster","2009","Wages and salaries paid to employees","385190000",""
"Afghanistan ","Afghani","2695 Articles of concrete, cement and plaster","2008","Wages and salaries paid to employees","326780000",""
"Afghanistan ","Afghani","2695 Articles of concrete, cement and plaster","2007","Wages and salaries paid to employees","270720000",""
"Afghanistan ","Afghani","289 Other metal products; metal working services","2011","Wages and salaries paid to employees","164160000",""
"Afghanistan ","Afghani","289 Other metal products; metal working services","2010","Wages and salaries paid to employees","157872000",""
"Afghanistan ","Afghani","289 Other metal products; metal working services","2009","Wages and salaries paid to employees","154675000",""
"Afghanistan ","Afghani","289 Other metal products; metal working services","2008","Wages and salaries paid to employees","149328000",""
"Afghanistan ","Afghani","289 Other metal products; metal working services","2007","Wages and salaries paid to employees","148042000",""
"Afghanistan ","Afghani","3699 Other manufacturing n.e.c.","2011","Wages and salaries paid to employees","564436000",""
"Afghanistan ","Afghani","3699 Other manufacturing n.e.c.","2010","Wages and salaries paid to employees","544764000",""
"Afghanistan ","Afghani","3699 Other manufacturing n.e.c.","2009","Wages and salaries paid to employees","447871000",""
"Afghanistan ","Afghani","3699 Other manufacturing n.e.c.","2008","Wages and salaries paid to employees","431832000",""
"Afghanistan ","Afghani","3699 Other manufacturing n.e.c.","2007","Wages and salaries paid to employees","364428000",""
"Afghanistan ","Afghani","D Total manufacturing","2011","Wages and salaries paid to employees","2448030000","1"
"Afghanistan ","Afghani","D Total manufacturing","2010","Wages and salaries paid to employees","2419068000","1"
"Afghanistan ","Afghani","D Total manufacturing","2009","Wages and salaries paid to employees","2275187000","1"
"Afghanistan ","Afghani","D Total manufacturing","2008","Wages and salaries paid to employees","2145232000","1"
"Afghanistan ","Afghani","D Total manufacturing","2007","Wages and salaries paid to employees","1941526000","1"
"Albania ","Leks","151 Processed meat,fish,fruit,vegetables,fats","2011","Wages and salaries paid to employees","777063000",""
"Albania ","Leks","151 Processed meat,fish,fruit,vegetables,fats","2010","Wages and salaries paid to employees","572674000",""
"Albania ","Leks","151 Processed meat,fish,fruit,vegetables,fats","2009","Wages and salaries paid to employees","524753000",""
"Albania ","Leks","151 Processed meat,fish,fruit,vegetables,fats","2008","Wages and salaries paid to employees","554111000",""
"Albania ","Leks","151 Processed meat,fish,fruit,vegetables,fats","2007","Wages and salaries paid to employees","427119000",""
"Albania ","Leks","1511 Processing/preserving of meat","2011","Wages and salaries paid to employees","684477000","2"
"Albania ","Leks","1511 Processing/preserving of meat","2010","Wages and salaries paid to employees","434918000","2"
"Albania ","Leks","1511 Processing/preserving of meat","2009","Wages and salaries paid to employees","416655000","2"
"Albania ","Leks","1511 Processing/preserving of meat","2008","Wages and salaries paid to employees","438722000","2"
"Albania ","Leks","1511 Processing/preserving of meat","2007","Wages and salaries paid to employees","321681000","2"
"Albania ","Leks","1513 Processing/preserving of fruit & vegetables","2011","Wages and salaries paid to employees","56577000",""
"Albania ","Leks","1513 Processing/preserving of fruit & vegetables","2010","Wages and salaries paid to employees","63770000",""
"Albania ","Leks","1513 Processing/preserving of fruit & vegetables","2009","Wages and salaries paid to employees","45766000",""
"Albania ","Leks","1513 Processing/preserving of fruit & vegetables","2008","Wages and salaries paid to employees","50193000",""
"Albania ","Leks","1513 Processing/preserving of fruit & vegetables","2007","Wages and salaries paid to employees","29901000",""
"Albania ","Leks","1514 Vegetable and animal oils and fats","2011","Wages and salaries paid to employees","36009000",""
"Albania ","Leks","1514 Vegetable and animal oils and fats","2010","Wages and salaries paid to employees","73986000",""
"Albania ","Leks","1514 Vegetable and animal oils and fats","2009","Wages and salaries paid to employees","62331000",""
"Albania ","Leks","1514 Vegetable and animal oils and fats","2008","Wages and salaries paid to employees","65196000",""
"Albania ","Leks","1514 Vegetable and animal oils and fats","2007","Wages and salaries paid to employees","75536000",""
"Albania ","Leks","1520 Dairy products","2011","Wages and salaries paid to employees","156864000",""
"Albania ","Leks","1520 Dairy products","2010","Wages and salaries paid to employees","110189000",""
"Albania ","Leks","1520 Dairy products","2009","Wages and salaries paid to employees","79672000",""
"Albania ","Leks","1520 Dairy products","2008","Wages and salaries paid to employees","163091000",""
"Albania ","Leks","1520 Dairy products","2007","Wages and salaries paid to employees","83000000",""
"Albania ","Leks","153 Grain mill products; starches; animal feeds","2011","Wages and salaries paid to employees","912736000","3"
"Albania ","Leks","153 Grain mill products; starches; animal feeds","2010","Wages and salaries paid to employees","775518000","3"
"Albania ","Leks","153 Grain mill products; starches; animal feeds","2009","Wages and salaries paid to employees","901958000","3"
"Albania ","Leks","153 Grain mill products; starches; animal feeds","2008","Wages and salaries paid to employees","816828000","3"
"Albania ","Leks","153 Grain mill products; starches; animal feeds","2007","Wages and salaries paid to employees","695905000","3"
"Albania ","Leks","155 Beverages","2011","Wages and salaries paid to employees","659638000",""
"Albania ","Leks","155 Beverages","2010","Wages and salaries paid to employees","708429000",""
"Albania ","Leks","155 Beverages","2009","Wages and salaries paid to employees","528173000",""
"Albania ","Leks","155 Beverages","2008","Wages and salaries paid to employees","576628000",""
"Albania ","Leks","155 Beverages","2007","Wages and salaries paid to employees","507481000",""
"Albania ","Leks","1600 Tobacco products","2011","Wages and salaries paid to employees","41300000",""
"Albania ","Leks","1600 Tobacco products","2010","Wages and salaries paid to employees","48154000",""
"Albania ","Leks","1600 Tobacco products","2009","Wages and salaries paid to employees","30389000",""
"Albania ","Leks","1600 Tobacco products","2008","Wages and salaries paid to employees","41175000",""
"Albania ","Leks","1600 Tobacco products","2007","Wages and salaries paid to employees","43296000",""
"Albania ","Leks","171 Spinning, weaving and finishing of textiles","2011","Wages and salaries paid to employees","3917741000","4"
"Albania ","Leks","171 Spinning, weaving and finishing of textiles","2010","Wages and salaries paid to employees","3537539000","4"
"Albania ","Leks","171 Spinning, weaving and finishing of textiles","2009","Wages and salaries paid to employees","2875543000","4"
"Albania ","Leks","171 Spinning, weaving and finishing of textiles","2008","Wages and salaries paid to employees","3658505000","4"
"Albania ","Leks","171 Spinning, weaving and finishing of textiles","2007","Wages and salaries paid to employees","2637750000","4"
"Albania ","Leks","191 Tanning, dressing and processing of leather","2011","Wages and salaries paid to employees","3435444000","5"
"Albania ","Leks","191 Tanning, dressing and processing of leather","2010","Wages and salaries paid to employees","2585858000","5"
"Albania ","Leks","191 Tanning, dressing and processing of leather","2009","Wages and salaries paid to employees","2180995000","5"
"Albania ","Leks","191 Tanning, dressing and processing of leather","2008","Wages and salaries paid to employees","2797226000","5"
"Albania ","Leks","191 Tanning, dressing and processing of leather","2007","Wages and salaries paid to employees","2281658000","5"
"Albania ","Leks","2010 Sawmilling and planing of wood","2011","Wages and salaries paid to employees","337425000","6"
"Albania ","Leks","2010 Sawmilling and planing of wood","2010","Wages and salaries paid to employees","270338000","6"
"Albania ","Leks","2010 Sawmilling and planing of wood","2009","Wages and salaries paid to employees","223488000","6"
"Albania ","Leks","2010 Sawmilling and planing of wood","2008","Wages and salaries paid to employees","312109000","6"
"Albania ","Leks","2010 Sawmilling and planing of wood","2007","Wages and salaries paid to employees","220552000","6"
"Albania ","Leks","210 Paper and paper products","2011","Wages and salaries paid to employees","1320738000","7"
"Albania ","Leks","210 Paper and paper products","2010","Wages and salaries paid to employees","1344054000","7"
"Albania ","Leks","210 Paper and paper products","2009","Wages and salaries paid to employees","1155545000","7"
"Albania ","Leks","210 Paper and paper products","2008","Wages and salaries paid to employees","840237000","7"
"Albania ","Leks","210 Paper and paper products","2007","Wages and salaries paid to employees","591924000","7"
"Albania ","Leks","241 Basic chemicals","2011","Wages and salaries paid to employees","2622547000","8"
"Albania ","Leks","241 Basic chemicals","2010","Wages and salaries paid to employees","2170346000","8"
"Albania ","Leks","241 Basic chemicals","2009","Wages and salaries paid to employees","1861894000","8"
"Albania ","Leks","241 Basic chemicals","2008","Wages and salaries paid to employees","2864122000","8"
"Albania ","Leks","241 Basic chemicals","2007","Wages and salaries paid to employees","2163294000","8"
"Albania ","Leks","2610 Glass and glass products","2011","Wages and salaries paid to employees","2388668000","9"
"Albania ","Leks","2610 Glass and glass products","2010","Wages and salaries paid to employees","2353707000","9"
"Albania ","Leks","2610 Glass and glass products","2009","Wages and salaries paid to employees","2039041000","9"
"Albania ","Leks","2610 Glass and glass products","2008","Wages and salaries paid to employees","2355704000","9"
"Albania ","Leks","2610 Glass and glass products","2007","Wages and salaries paid to employees","1352721000","9"
"Albania ","Leks","2710 Basic iron and steel","2011","Wages and salaries paid to employees","1801626000","10"
"Albania ","Leks","2710 Basic iron and steel","2010","Wages and salaries paid to employees","2795061000","10"
"Albania ","Leks","2710 Basic iron and steel","2009","Wages and salaries paid to employees","2301963000","10"
"Albania ","Leks","2710 Basic iron and steel","2008","Wages and salaries paid to employees","2760650000","10"
"Albania ","Leks","2710 Basic iron and steel","2007","Wages and salaries paid to employees","1902627000","10"
"Albania ","Leks","3000 Office, accounting and computing machinery","2011","Wages and salaries paid to employees","406848000","11"
"Albania ","Leks","3000 Office, accounting and computing machinery","2010","Wages and salaries paid to employees","354287000","11"
"Albania ","Leks","3000 Office, accounting and computing machinery","2009","Wages and salaries paid to employees","439453000","11"
"Albania ","Leks","3000 Office, accounting and computing machinery","2008","Wages and salaries paid to employees","452965000","11"
"Albania ","Leks","3000 Office, accounting and computing machinery","2007","Wages and salaries paid to employees","277486000","11"
"Albania ","Leks","3610 Furniture","2011","Wages and salaries paid to employees","712332000","12"
"Albania ","Leks","3610 Furniture","2010","Wages and salaries paid to employees","760739000","12"
"Albania ","Leks","3610 Furniture","2009","Wages and salaries paid to employees","682974000","12"
"Albania ","Leks","3610 Furniture","2008","Wages and salaries paid to employees","677997000","12"
"Albania ","Leks","3610 Furniture","2007","Wages and salaries paid to employees","466472000","12"
"Albania ","Leks","3710 Recycling of metal waste and scrap","2011","Wages and salaries paid to employees","97608000","13"
"Albania ","Leks","3710 Recycling of metal waste and scrap","2010","Wages and salaries paid to employees","80376000","13"
"Albania ","Leks","3710 Recycling of metal waste and scrap","2009","Wages and salaries paid to employees","66979000","13"
"Albania ","Leks","3710 Recycling of metal waste and scrap","2008","Wages and salaries paid to employees","62599000","13"
"Albania ","Leks","3710 Recycling of metal waste and scrap","2007","Wages and salaries paid to employees","25962000","13"
"Albania ","Leks","D Total manufacturing","2011","Wages and salaries paid to employees","19588579000","1"
"Albania ","Leks","D Total manufacturing","2010","Wages and salaries paid to employees","18467269000","1"
"Albania ","Leks","D Total manufacturing","2009","Wages and salaries paid to employees","15892820000","1"
"Albania ","Leks","D Total manufacturing","2008","Wages and salaries paid to employees","18933947000","1"
"Albania ","Leks","D Total manufacturing","2007","Wages and salaries paid to employees","13677247000","1"
"Armenia ","Drams","D Total manufacturing","2008","Wages and salaries paid to employees","83491000000",""
"Armenia ","Drams","D Total manufacturing","2007","Wages and salaries paid to employees","71834000000",""
"Australia ","Dollars","1511 Processing/preserving of meat","2011","Wages and salaries paid to employees","2743000000",""
"Australia ","Dollars","1511 Processing/preserving of meat","2010","Wages and salaries paid to employees","2612000000",""
"Australia ","Dollars","1511 Processing/preserving of meat","2009","Wages and salaries paid to employees","2820000000",""
"Australia ","Dollars","1511 Processing/preserving of meat","2008","Wages and salaries paid to employees","2711000000",""
"Australia ","Dollars","1511 Processing/preserving of meat","2007","Wages and salaries paid to employees","2492000000",""
"Australia ","Dollars","1512 Processing/preserving of fish","2011","Wages and salaries paid to employees","107000000",""
"Australia ","Dollars","1512 Processing/preserving of fish","2010","Wages and salaries paid to employees","109000000",""
"Australia ","Dollars","1512 Processing/preserving of fish","2009","Wages and salaries paid to employees","127000000",""
"Australia ","Dollars","1512 Processing/preserving of fish","2008","Wages and salaries paid to employees","112000000",""
"Australia ","Dollars","1512 Processing/preserving of fish","2007","Wages and salaries paid to employees","116000000",""
"Australia ","Dollars","1513 Processing/preserving of fruit & vegetables","2011","Wages and salaries paid to employees","704000000",""
"Australia ","Dollars","1513 Processing/preserving of fruit & vegetables","2010","Wages and salaries paid to employees","663000000",""
"Australia ","Dollars","1513 Processing/preserving of fruit & vegetables","2009","Wages and salaries paid to employees","639000000",""
"Australia ","Dollars","1513 Processing/preserving of fruit & vegetables","2008","Wages and salaries paid to employees","676000000",""
"Australia ","Dollars","1513 Processing/preserving of fruit & vegetables","2007","Wages and salaries paid to employees","653000000",""
"Australia ","Dollars","1514 Vegetable and animal oils and fats","2011","Wages and salaries paid to employees","110000000",""
"Australia ","Dollars","1514 Vegetable and animal oils and fats","2010","Wages and salaries paid to employees","114000000",""
"Australia ","Dollars","1514 Vegetable and animal oils and fats","2009","Wages and salaries paid to employees","116000000",""
"Australia ","Dollars","1514 Vegetable and animal oils and fats","2008","Wages and salaries paid to employees","124000000",""
"Australia ","Dollars","1514 Vegetable and animal oils and fats","2007","Wages and salaries paid to employees","120000000",""
"Australia ","Dollars","1520 Dairy products","2011","Wages and salaries paid to employees","1286000000",""
"Australia ","Dollars","1520 Dairy products","2010","Wages and salaries paid to employees","1287000000",""
"Australia ","Dollars","1520 Dairy products","2009","Wages and salaries paid to employees","1178000000",""
"Australia ","Dollars","1520 Dairy products","2008","Wages and salaries paid to employees","1211000000",""
"Australia ","Dollars","1520 Dairy products","2007","Wages and salaries paid to employees","1075000000",""
"Australia ","Dollars","153 Grain mill products; starches; animal feeds","2011","Wages and salaries paid to employees","1069000000",""
"Australia ","Dollars","153 Grain mill products; starches; animal feeds","2010","Wages and salaries paid to employees","1009000000",""
"Australia ","Dollars","153 Grain mill products; starches; animal feeds","2009","Wages and salaries paid to employees","1138000000",""
"Australia ","Dollars","153 Grain mill products; starches; animal feeds","2008","Wages and salaries paid to employees","1074000000",""
"Australia ","Dollars","153 Grain mill products; starches; animal feeds","2007","Wages and salaries paid to employees","1034000000",""
"Australia ","Dollars","1531 Grain mill products","2011","Wages and salaries paid to employees","562000000",""
"Australia ","Dollars","1531 Grain mill products","2010","Wages and salaries paid to employees","630000000",""
"Australia ","Dollars","1531 Grain mill products","2009","Wages and salaries paid to employees","486000000",""
"Australia ","Dollars","1531 Grain mill products","2008","Wages and salaries paid to employees","520000000",""
"Australia ","Dollars","1531 Grain mill products","2007","Wages and salaries paid to employees","438000000",""
"Australia ","Dollars","1532 Starches and starch products","2008","Wages and salaries paid to employees","164000000",""
"Australia ","Dollars","1533 Prepared animal feeds","2008","Wages and salaries paid to employees","276000000",""
"Australia ","Dollars","1541 Bakery products","2011","Wages and salaries paid to employees","1854000000",""
"Australia ","Dollars","1541 Bakery products","2010","Wages and salaries paid to employees","1726000000",""
"Australia ","Dollars","1541 Bakery products","2009","Wages and salaries paid to employees","2071000000",""
"Australia ","Dollars","1541 Bakery products","2008","Wages and salaries paid to employees","1939000000",""
"Australia ","Dollars","1541 Bakery products","2007","Wages and salaries paid to employees","1693000000",""
"Australia ","Dollars","1542 Sugar","2011","Wages and salaries paid to employees","377000000",""
"Australia ","Dollars","1542 Sugar","2010","Wages and salaries paid to employees","318000000",""
"Australia ","Dollars","1542 Sugar","2009","Wages and salaries paid to employees","312000000",""
"Australia ","Dollars","1542 Sugar","2008","Wages and salaries paid to employees","303000000",""
"Australia ","Dollars","1542 Sugar","2007","Wages and salaries paid to employees","275000000",""
"Australia ","Dollars","1543 Cocoa, chocolate and sugar confectionery","2011","Wages and salaries paid to employees","806000000",""
"Australia ","Dollars","1543 Cocoa, chocolate and sugar confectionery","2010","Wages and salaries paid to employees","715000000",""
"Australia ","Dollars","1543 Cocoa, chocolate and sugar confectionery","2009","Wages and salaries paid to employees","776000000",""
"Australia ","Dollars","1543 Cocoa, chocolate and sugar confectionery","2008","Wages and salaries paid to employees","748000000",""
"Australia ","Dollars","1543 Cocoa, chocolate and sugar confectionery","2007","Wages and salaries paid to employees","740000000",""
"Australia ","Dollars","1549 Other food products n.e.c.","2011","Wages and salaries paid to employees","666000000",""
"Australia ","Dollars","1549 Other food products n.e.c.","2010","Wages and salaries paid to employees","626000000",""
"Australia ","Dollars","1549 Other food products n.e.c.","2009","Wages and salaries paid to employees","659000000",""
"Australia ","Dollars","1549 Other food products n.e.c.","2008","Wages and salaries paid to employees","634000000",""
"Australia ","Dollars","1549 Other food products n.e.c.","2007","Wages and salaries paid to employees","648000000",""
"Australia ","Dollars","1552 Wines","2011","Wages and salaries paid to employees","825000000",""
"Australia ","Dollars","1552 Wines","2010","Wages and salaries paid to employees","830000000",""
"Australia ","Dollars","1552 Wines","2009","Wages and salaries paid to employees","849000000",""
"Australia ","Dollars","1552 Wines","2008","Wages and salaries paid to employees","737000000",""
"Australia ","Dollars","1552 Wines","2007","Wages and salaries paid to employees","797000000",""
"Australia ","Dollars","1553 Malt liquors and malt","2011","Wages and salaries paid to employees","324000000",""
"Australia ","Dollars","1553 Malt liquors and malt","2010","Wages and salaries paid to employees","303000000",""
"Australia ","Dollars","1553 Malt liquors and malt","2009","Wages and salaries paid to employees","316000000",""
"Australia ","Dollars","1553 Malt liquors and malt","2008","Wages and salaries paid to employees","280000000",""
"Australia ","Dollars","1553 Malt liquors and malt","2007","Wages and salaries paid to employees","260000000",""
"Australia ","Dollars","1554 Soft drinks; mineral waters","2011","Wages and salaries paid to employees","535000000",""
"Australia ","Dollars","1554 Soft drinks; mineral waters","2010","Wages and salaries paid to employees","511000000",""
"Australia ","Dollars","1554 Soft drinks; mineral waters","2009","Wages and salaries paid to employees","513000000",""
"Australia ","Dollars","1554 Soft drinks; mineral waters","2008","Wages and salaries paid to employees","492000000",""
"Australia ","Dollars","1554 Soft drinks; mineral waters","2007","Wages and salaries paid to employees","470000000",""
"Australia ","Dollars","171 Spinning, weaving and finishing of textiles","2010","Wages and salaries paid to employees","23000000",""
"Australia ","Dollars","171 Spinning, weaving and finishing of textiles","2009","Wages and salaries paid to employees","49000000",""
"Australia ","Dollars","171 Spinning, weaving and finishing of textiles","2008","Wages and salaries paid to employees","60000000",""
"Australia ","Dollars","171 Spinning, weaving and finishing of textiles","2007","Wages and salaries paid to employees","57000000",""
"Australia ","Dollars","1722 Carpets and rugs","2011","Wages and salaries paid to employees","132000000",""
"Australia ","Dollars","1722 Carpets and rugs","2010","Wages and salaries paid to employees","121000000",""
"Australia ","Dollars","1722 Carpets and rugs","2009","Wages and salaries paid to employees","141000000",""
"Australia ","Dollars","1722 Carpets and rugs","2008","Wages and salaries paid to employees","132000000",""
"Australia ","Dollars","1722 Carpets and rugs","2007","Wages and salaries paid to employees","143000000",""
"Australia ","Dollars","1723 Cordage, rope, twine and netting","2011","Wages and salaries paid to employees","23000000",""
"Australia ","Dollars","1723 Cordage, rope, twine and netting","2010","Wages and salaries paid to employees","20000000",""
"Australia ","Dollars","1723 Cordage, rope, twine and netting","2009","Wages and salaries paid to employees","23000000",""
"Australia ","Dollars","1723 Cordage, rope, twine and netting","2008","Wages and salaries paid to employees","19000000",""
"Australia ","Dollars","1723 Cordage, rope, twine and netting","2007","Wages and salaries paid to employees","21000000",""
"Australia ","Dollars","1730 Knitted and crocheted fabrics and articles","2011","Wages and salaries paid to employees","32000000",""
"Australia ","Dollars","1730 Knitted and crocheted fabrics and articles","2010","Wages and salaries paid to employees","66000000",""
"Australia ","Dollars","1730 Knitted and crocheted fabrics and articles","2009","Wages and salaries paid to employees","74000000",""
"Australia ","Dollars","1730 Knitted and crocheted fabrics and articles","2008","Wages and salaries paid to employees","65000000",""
"Australia ","Dollars","1730 Knitted and crocheted fabrics and articles","2007","Wages and salaries paid to employees","72000000",""
"Australia ","Dollars","1810 Wearing apparel, except fur apparel","2011","Wages and salaries paid to employees","594000000",""
"Australia ","Dollars","1810 Wearing apparel, except fur apparel","2010","Wages and salaries paid to employees","618000000",""
"Australia ","Dollars","1810 Wearing apparel, except fur apparel","2009","Wages and salaries paid to employees","682000000",""
"Australia ","Dollars","1810 Wearing apparel, except fur apparel","2008","Wages and salaries paid to employees","630000000",""
"Australia ","Dollars","1810 Wearing apparel, except fur apparel","2007","Wages and salaries paid to employees","626000000",""
"Australia ","Dollars","191 Tanning, dressing and processing of leather","2011","Wages and salaries paid to employees","80000000","14"
"Australia ","Dollars","191 Tanning, dressing and processing of leather","2010","Wages and salaries paid to employees","96000000","14"
"Australia ","Dollars","191 Tanning, dressing and processing of leather","2009","Wages and salaries paid to employees","99000000","14"
"Australia ","Dollars","191 Tanning, dressing and processing of leather","2008","Wages and salaries paid to employees","101000000","14"
"Australia ","Dollars","191 Tanning, dressing and processing of leather","2007","Wages and salaries paid to employees","90000000","14"
"Australia ","Dollars","2010 Sawmilling and planing of wood","2011","Wages and salaries paid to employees","647000000",""
"Australia ","Dollars","2010 Sawmilling and planing of wood","2010","Wages and salaries paid to employees","701000000",""
"Australia ","Dollars","2010 Sawmilling and planing of wood","2009","Wages and salaries paid to employees","659000000",""
"Australia ","Dollars","2010 Sawmilling and planing of wood","2008","Wages and salaries paid to employees","751000000",""
"Australia ","Dollars","2010 Sawmilling and planing of wood","2007","Wages and salaries paid to employees","703000000",""
"Australia ","Dollars","202 Products of wood, cork, straw, etc.","2011","Wages and salaries paid to employees","1490000000",""
"Australia ","Dollars","202 Products of wood, cork, straw, etc.","2010","Wages and salaries paid to employees","1523000000",""
"Australia ","Dollars","202 Products of wood, cork, straw, etc.","2009","Wages and salaries paid to employees","1478000000",""
"Australia ","Dollars","202 Products of wood, cork, straw, etc.","2008","Wages and salaries paid to employees","1496000000",""
"Australia ","Dollars","202 Products of wood, cork, straw, etc.","2007","Wages and salaries paid to employees","1379000000",""
"Australia ","Dollars","2021 Veneer sheets, plywood, particle board, etc.","2011","Wages and salaries paid to employees","54000000",""
"Australia ","Dollars","2021 Veneer sheets, plywood, particle board, etc.","2010","Wages and salaries paid to employees","68000000",""
"Australia ","Dollars","2021 Veneer sheets, plywood, particle board, etc.","2009","Wages and salaries paid to employees","63000000",""
"Australia ","Dollars","2021 Veneer sheets, plywood, particle board, etc.","2008","Wages and salaries paid to employees","61000000",""
"Australia ","Dollars","2021 Veneer sheets, plywood, particle board, etc.","2007","Wages and salaries paid to employees","59000000",""
"Australia ","Dollars","2029 Other wood products; articles of cork/straw","2011","Wages and salaries paid to employees","158000000",""
"Australia ","Dollars","2029 Other wood products; articles of cork/straw","2010","Wages and salaries paid to employees","177000000",""
"Australia ","Dollars","2029 Other wood products; articles of cork/straw","2009","Wages and salaries paid to employees","182000000",""
"Australia ","Dollars","2029 Other wood products; articles of cork/straw","2008","Wages and salaries paid to employees","184000000",""
"Australia ","Dollars","2029 Other wood products; articles of cork/straw","2007","Wages and salaries paid to employees","163000000",""
"Australia ","Dollars","210 Paper and paper products","2011","Wages and salaries paid to employees","1520000000",""
"Australia ","Dollars","210 Paper and paper products","2010","Wages and salaries paid to employees","1459000000",""
"Australia ","Dollars","210 Paper and paper products","2009","Wages and salaries paid to employees","1446000000",""
"Australia ","Dollars","210 Paper and paper products","2008","Wages and salaries paid to employees","1530000000",""
"Australia ","Dollars","210 Paper and paper products","2007","Wages and salaries paid to employees","1470000000",""
"Australia ","Dollars","2101 Pulp, paper and paperboard","2011","Wages and salaries paid to employees","275000000",""
"Australia ","Dollars","2101 Pulp, paper and paperboard","2010","Wages and salaries paid to employees","335000000",""
"Australia ","Dollars","2101 Pulp, paper and paperboard","2009","Wages and salaries paid to employees","317000000",""
"Australia ","Dollars","2101 Pulp, paper and paperboard","2008","Wages and salaries paid to employees","369000000",""
"Australia ","Dollars","2101 Pulp, paper and paperboard","2007","Wages and salaries paid to employees","354000000",""
"Australia ","Dollars","2102 Corrugated paper and paperboard","2011","Wages and salaries paid to employees","556000000",""
"Australia ","Dollars","2102 Corrugated paper and paperboard","2010","Wages and salaries paid to employees","504000000",""
"Australia ","Dollars","2102 Corrugated paper and paperboard","2009","Wages and salaries paid to employees","510000000",""
"Australia ","Dollars","2102 Corrugated paper and paperboard","2008","Wages and salaries paid to employees","492000000",""
"Australia ","Dollars","2102 Corrugated paper and paperboard","2007","Wages and salaries paid to employees","472000000",""
"Australia ","Dollars","222 Printing and related service activities","2011","Wages and salaries paid to employees","2219000000",""
"Australia ","Dollars","222 Printing and related service activities","2010","Wages and salaries paid to employees","2128000000",""
"Australia ","Dollars","222 Printing and related service activities","2009","Wages and salaries paid to employees","2424000000",""
"Australia ","Dollars","222 Printing and related service activities","2008","Wages and salaries paid to employees","2327000000",""
"Australia ","Dollars","222 Printing and related service activities","2007","Wages and salaries paid to employees","2223000000",""
"Australia ","Dollars","2221 Printing","2011","Wages and salaries paid to employees","2133000000",""
"Australia ","Dollars","2221 Printing","2010","Wages and salaries paid to employees","2035000000",""
"Australia ","Dollars","2221 Printing","2009","Wages and salaries paid to employees","2319000000",""
"Australia ","Dollars","2221 Printing","2008","Wages and salaries paid to employees","2231000000",""
"Australia ","Dollars","2221 Printing","2007","Wages and salaries paid to employees","2116000000",""
