"Country or Area","Currency","ISIC Rev 3","Year","Measure","Value","Value Footnotes"
"Spain ","Euros","359 Transport equipment n.e.c.","2007","Wages and salaries paid to employees","107000000",""
"Spain ","Euros","3591 Motorcycles","2008","Wages and salaries paid to employees","83000000",""
"Spain ","Euros","3591 Motorcycles","2007","Wages and salaries paid to employees","80000000",""
"Spain ","Euros","3592 Bicycles and invalid carriages","2008","Wages and salaries paid to employees","19000000",""
"Spain ","Euros","3592 Bicycles and invalid carriages","2007","Wages and salaries paid to employees","18000000",""
"Spain ","Euros","3599 Other transport equipment n.e.c.","2008","Wages and salaries paid to employees","8000000",""
"Spain ","Euros","3599 Other transport equipment n.e.c.","2007","Wages and salaries paid to employees","9000000",""
"Spain ","Euros","3610 Furniture","2008","Wages and salaries paid to employees","2296000000",""
"Spain ","Euros","3610 Furniture","2007","Wages and salaries paid to employees","2266000000",""
"Spain ","Euros","369 Manufacturing n.e.c.","2008","Wages and salaries paid to employees","577000000",""
"Spain ","Euros","369 Manufacturing n.e.c.","2007","Wages and salaries paid to employees","572000000",""
"Spain ","Euros","3691 Jewellery and related articles","2008","Wages and salaries paid to employees","147000000",""
"Spain ","Euros","3691 Jewellery and related articles","2007","Wages and salaries paid to employees","150000000",""
"Spain ","Euros","3692 Musical instruments","2008","Wages and salaries paid to employees","16000000",""
"Spain ","Euros","3692 Musical instruments","2007","Wages and salaries paid to employees","16000000",""
"Spain ","Euros","3693 Sports goods","2008","Wages and salaries paid to employees","51000000",""
"Spain ","Euros","3693 Sports goods","2007","Wages and salaries paid to employees","46000000",""
"Spain ","Euros","3694 Games and toys","2008","Wages and salaries paid to employees","106000000",""
"Spain ","Euros","3694 Games and toys","2007","Wages and salaries paid to employees","107000000",""
"Spain ","Euros","3699 Other manufacturing n.e.c.","2008","Wages and salaries paid to employees","257000000",""
"Spain ","Euros","3699 Other manufacturing n.e.c.","2007","Wages and salaries paid to employees","253000000",""
"Spain ","Euros","3710 Recycling of metal waste and scrap","2008","Wages and salaries paid to employees","103000000",""
"Spain ","Euros","3710 Recycling of metal waste and scrap","2007","Wages and salaries paid to employees","85000000",""
"Spain ","Euros","3720 Recycling of non-metal waste and scrap","2008","Wages and salaries paid to employees","81000000",""
"Spain ","Euros","3720 Recycling of non-metal waste and scrap","2007","Wages and salaries paid to employees","78000000",""
"Spain ","Euros","D Total manufacturing","2008","Wages and salaries paid to employees","62723000000",""
"Spain ","Euros","D Total manufacturing","2007","Wages and salaries paid to employees","60944000000",""
"Sri Lanka ","Rupees","151 Processed meat,fish,fruit,vegetables,fats","2010","Wages and salaries paid to employees","1880309341",""
"Sri Lanka ","Rupees","151 Processed meat,fish,fruit,vegetables,fats","2009","Wages and salaries paid to employees","1875837817",""
"Sri Lanka ","Rupees","151 Processed meat,fish,fruit,vegetables,fats","2008","Wages and salaries paid to employees","1849859041",""
"Sri Lanka ","Rupees","151 Processed meat,fish,fruit,vegetables,fats","2007","Wages and salaries paid to employees","1055419474",""
"Sri Lanka ","Rupees","1520 Dairy products","2010","Wages and salaries paid to employees","2132890882",""
"Sri Lanka ","Rupees","1520 Dairy products","2009","Wages and salaries paid to employees","1192660679",""
"Sri Lanka ","Rupees","1520 Dairy products","2008","Wages and salaries paid to employees","1085619960",""
"Sri Lanka ","Rupees","1520 Dairy products","2007","Wages and salaries paid to employees","1019272356",""
"Sri Lanka ","Rupees","153 Grain mill products; starches; animal feeds","2010","Wages and salaries paid to employees","673938205",""
"Sri Lanka ","Rupees","153 Grain mill products; starches; animal feeds","2009","Wages and salaries paid to employees","687402703",""
"Sri Lanka ","Rupees","153 Grain mill products; starches; animal feeds","2008","Wages and salaries paid to employees","1097241037",""
"Sri Lanka ","Rupees","153 Grain mill products; starches; animal feeds","2007","Wages and salaries paid to employees","715477963",""
"Sri Lanka ","Rupees","154 Other food products","2010","Wages and salaries paid to employees","10968942905",""
"Sri Lanka ","Rupees","154 Other food products","2009","Wages and salaries paid to employees","10223053214",""
"Sri Lanka ","Rupees","154 Other food products","2008","Wages and salaries paid to employees","10075208485",""
"Sri Lanka ","Rupees","154 Other food products","2007","Wages and salaries paid to employees","9068364025",""
"Sri Lanka ","Rupees","155 Beverages","2010","Wages and salaries paid to employees","1455246046",""
"Sri Lanka ","Rupees","155 Beverages","2009","Wages and salaries paid to employees","1565617042",""
"Sri Lanka ","Rupees","155 Beverages","2008","Wages and salaries paid to employees","1841976705",""
"Sri Lanka ","Rupees","155 Beverages","2007","Wages and salaries paid to employees","618996744",""
"Sri Lanka ","Rupees","1600 Tobacco products","2010","Wages and salaries paid to employees","1050242494",""
"Sri Lanka ","Rupees","1600 Tobacco products","2009","Wages and salaries paid to employees","1045698053",""
"Sri Lanka ","Rupees","1600 Tobacco products","2008","Wages and salaries paid to employees","1088643356",""
"Sri Lanka ","Rupees","1600 Tobacco products","2007","Wages and salaries paid to employees","1199541519",""
"Sri Lanka ","Rupees","171 Spinning, weaving and finishing of textiles","2010","Wages and salaries paid to employees","2813025379",""
"Sri Lanka ","Rupees","171 Spinning, weaving and finishing of textiles","2009","Wages and salaries paid to employees","2899161109",""
"Sri Lanka ","Rupees","171 Spinning, weaving and finishing of textiles","2008","Wages and salaries paid to employees","2788581808",""
"Sri Lanka ","Rupees","171 Spinning, weaving and finishing of textiles","2007","Wages and salaries paid to employees","1219249724",""
"Sri Lanka ","Rupees","172 Other textiles","2010","Wages and salaries paid to employees","1052184615",""
"Sri Lanka ","Rupees","172 Other textiles","2009","Wages and salaries paid to employees","1045996859",""
"Sri Lanka ","Rupees","172 Other textiles","2008","Wages and salaries paid to employees","1080298622",""
"Sri Lanka ","Rupees","172 Other textiles","2007","Wages and salaries paid to employees","2173648457",""
"Sri Lanka ","Rupees","1730 Knitted and crocheted fabrics and articles","2010","Wages and salaries paid to employees","2969650223",""
"Sri Lanka ","Rupees","1730 Knitted and crocheted fabrics and articles","2009","Wages and salaries paid to employees","2776474939",""
"Sri Lanka ","Rupees","1730 Knitted and crocheted fabrics and articles","2008","Wages and salaries paid to employees","3660746219",""
"Sri Lanka ","Rupees","1730 Knitted and crocheted fabrics and articles","2007","Wages and salaries paid to employees","39330358074",""
"Sri Lanka ","Rupees","1810 Wearing apparel, except fur apparel","2010","Wages and salaries paid to employees","36592738992",""
"Sri Lanka ","Rupees","1810 Wearing apparel, except fur apparel","2009","Wages and salaries paid to employees","38172631616",""
"Sri Lanka ","Rupees","1810 Wearing apparel, except fur apparel","2008","Wages and salaries paid to employees","41418424795",""
"Sri Lanka ","Rupees","1810 Wearing apparel, except fur apparel","2007","Wages and salaries paid to employees","46702707615",""
"Sri Lanka ","Rupees","191 Tanning, dressing and processing of leather","2010","Wages and salaries paid to employees","232777181",""
"Sri Lanka ","Rupees","191 Tanning, dressing and processing of leather","2009","Wages and salaries paid to employees","213109782",""
"Sri Lanka ","Rupees","191 Tanning, dressing and processing of leather","2008","Wages and salaries paid to employees","225893651",""
"Sri Lanka ","Rupees","191 Tanning, dressing and processing of leather","2007","Wages and salaries paid to employees","97891550",""
"Sri Lanka ","Rupees","1920 Footwear","2010","Wages and salaries paid to employees","1198277125",""
"Sri Lanka ","Rupees","1920 Footwear","2009","Wages and salaries paid to employees","1015898657",""
"Sri Lanka ","Rupees","1920 Footwear","2008","Wages and salaries paid to employees","1283936433",""
"Sri Lanka ","Rupees","1920 Footwear","2007","Wages and salaries paid to employees","1124311945",""
"Sri Lanka ","Rupees","2010 Sawmilling and planing of wood","2010","Wages and salaries paid to employees","180683009",""
"Sri Lanka ","Rupees","2010 Sawmilling and planing of wood","2009","Wages and salaries paid to employees","227173035",""
"Sri Lanka ","Rupees","2010 Sawmilling and planing of wood","2008","Wages and salaries paid to employees","254514131",""
"Sri Lanka ","Rupees","2010 Sawmilling and planing of wood","2007","Wages and salaries paid to employees","34306451",""
"Sri Lanka ","Rupees","202 Products of wood, cork, straw, etc.","2010","Wages and salaries paid to employees","238797268",""
"Sri Lanka ","Rupees","202 Products of wood, cork, straw, etc.","2009","Wages and salaries paid to employees","263360021",""
"Sri Lanka ","Rupees","202 Products of wood, cork, straw, etc.","2008","Wages and salaries paid to employees","350324218",""
"Sri Lanka ","Rupees","202 Products of wood, cork, straw, etc.","2007","Wages and salaries paid to employees","314556833",""
"Sri Lanka ","Rupees","210 Paper and paper products","2010","Wages and salaries paid to employees","1010109374",""
"Sri Lanka ","Rupees","210 Paper and paper products","2009","Wages and salaries paid to employees","973113698",""
"Sri Lanka ","Rupees","210 Paper and paper products","2008","Wages and salaries paid to employees","905947333",""
"Sri Lanka ","Rupees","210 Paper and paper products","2007","Wages and salaries paid to employees","1849009577",""
"Sri Lanka ","Rupees","221 Publishing","2010","Wages and salaries paid to employees","21660712",""
"Sri Lanka ","Rupees","221 Publishing","2009","Wages and salaries paid to employees","70330381",""
"Sri Lanka ","Rupees","221 Publishing","2008","Wages and salaries paid to employees","117193412",""
"Sri Lanka ","Rupees","221 Publishing","2007","Wages and salaries paid to employees","3816225",""
"Sri Lanka ","Rupees","222 Printing and related service activities","2010","Wages and salaries paid to employees","3872193361",""
"Sri Lanka ","Rupees","222 Printing and related service activities","2009","Wages and salaries paid to employees","1875149933",""
"Sri Lanka ","Rupees","222 Printing and related service activities","2008","Wages and salaries paid to employees","4349421903",""
"Sri Lanka ","Rupees","222 Printing and related service activities","2007","Wages and salaries paid to employees","3171425319",""
"Sri Lanka ","Rupees","2230 Reproduction of recorded media","2009","Wages and salaries paid to employees","145908000",""
"Sri Lanka ","Rupees","2230 Reproduction of recorded media","2008","Wages and salaries paid to employees","12780000",""
"Sri Lanka ","Rupees","2320 Refined petroleum products","2009","Wages and salaries paid to employees","1784087552",""
"Sri Lanka ","Rupees","2320 Refined petroleum products","2008","Wages and salaries paid to employees","725432866",""
"Sri Lanka ","Rupees","2320 Refined petroleum products","2007","Wages and salaries paid to employees","1916149572",""
"Sri Lanka ","Rupees","241 Basic chemicals","2010","Wages and salaries paid to employees","433219903",""
"Sri Lanka ","Rupees","241 Basic chemicals","2009","Wages and salaries paid to employees","350071838",""
"Sri Lanka ","Rupees","241 Basic chemicals","2008","Wages and salaries paid to employees","236282330",""
"Sri Lanka ","Rupees","241 Basic chemicals","2007","Wages and salaries paid to employees","483092680",""
"Sri Lanka ","Rupees","242 Other chemicals","2010","Wages and salaries paid to employees","1764663504",""
"Sri Lanka ","Rupees","242 Other chemicals","2009","Wages and salaries paid to employees","2030486806",""
"Sri Lanka ","Rupees","242 Other chemicals","2008","Wages and salaries paid to employees","2130451933",""
"Sri Lanka ","Rupees","242 Other chemicals","2007","Wages and salaries paid to employees","3760768009",""
"Sri Lanka ","Rupees","251 Rubber products","2010","Wages and salaries paid to employees","5872108306",""
"Sri Lanka ","Rupees","251 Rubber products","2009","Wages and salaries paid to employees","5533171231",""
"Sri Lanka ","Rupees","251 Rubber products","2008","Wages and salaries paid to employees","5175444651",""
"Sri Lanka ","Rupees","251 Rubber products","2007","Wages and salaries paid to employees","5008502388",""
"Sri Lanka ","Rupees","2520 Plastic products","2010","Wages and salaries paid to employees","2776511310",""
"Sri Lanka ","Rupees","2520 Plastic products","2009","Wages and salaries paid to employees","2821109638",""
"Sri Lanka ","Rupees","2520 Plastic products","2008","Wages and salaries paid to employees","2704302019",""
"Sri Lanka ","Rupees","2520 Plastic products","2007","Wages and salaries paid to employees","2156101132",""
"Sri Lanka ","Rupees","2610 Glass and glass products","2010","Wages and salaries paid to employees","267205229",""
"Sri Lanka ","Rupees","2610 Glass and glass products","2009","Wages and salaries paid to employees","262871266",""
"Sri Lanka ","Rupees","2610 Glass and glass products","2008","Wages and salaries paid to employees","18996605",""
"Sri Lanka ","Rupees","269 Non-metallic mineral products n.e.c.","2010","Wages and salaries paid to employees","3464005988",""
"Sri Lanka ","Rupees","269 Non-metallic mineral products n.e.c.","2009","Wages and salaries paid to employees","3300286473",""
"Sri Lanka ","Rupees","269 Non-metallic mineral products n.e.c.","2008","Wages and salaries paid to employees","3257272853",""
"Sri Lanka ","Rupees","269 Non-metallic mineral products n.e.c.","2007","Wages and salaries paid to employees","5784775637",""
"Sri Lanka ","Rupees","2710 Basic iron and steel","2010","Wages and salaries paid to employees","367003962",""
"Sri Lanka ","Rupees","2710 Basic iron and steel","2009","Wages and salaries paid to employees","126090167",""
"Sri Lanka ","Rupees","2710 Basic iron and steel","2008","Wages and salaries paid to employees","298748302",""
"Sri Lanka ","Rupees","2710 Basic iron and steel","2007","Wages and salaries paid to employees","14700000",""
"Sri Lanka ","Rupees","2720 Basic precious and non-ferrous metals","2009","Wages and salaries paid to employees","4776000",""
"Sri Lanka ","Rupees","2720 Basic precious and non-ferrous metals","2008","Wages and salaries paid to employees","22096088",""
"Sri Lanka ","Rupees","2720 Basic precious and non-ferrous metals","2007","Wages and salaries paid to employees","10632000",""
"Sri Lanka ","Rupees","273 Casting of metals","2010","Wages and salaries paid to employees","659600389",""
"Sri Lanka ","Rupees","273 Casting of metals","2009","Wages and salaries paid to employees","878112887",""
"Sri Lanka ","Rupees","273 Casting of metals","2008","Wages and salaries paid to employees","761538499",""
"Sri Lanka ","Rupees","273 Casting of metals","2007","Wages and salaries paid to employees","907853478",""
"Sri Lanka ","Rupees","281 Struct.metal products;tanks;steam generators","2010","Wages and salaries paid to employees","344604248",""
"Sri Lanka ","Rupees","281 Struct.metal products;tanks;steam generators","2009","Wages and salaries paid to employees","384657109",""
"Sri Lanka ","Rupees","281 Struct.metal products;tanks;steam generators","2008","Wages and salaries paid to employees","603335725",""
"Sri Lanka ","Rupees","281 Struct.metal products;tanks;steam generators","2007","Wages and salaries paid to employees","140734683",""
"Sri Lanka ","Rupees","289 Other metal products; metal working services","2010","Wages and salaries paid to employees","365824372",""
"Sri Lanka ","Rupees","289 Other metal products; metal working services","2009","Wages and salaries paid to employees","388650287",""
"Sri Lanka ","Rupees","289 Other metal products; metal working services","2008","Wages and salaries paid to employees","377757673",""
"Sri Lanka ","Rupees","289 Other metal products; metal working services","2007","Wages and salaries paid to employees","811008066",""
"Sri Lanka ","Rupees","291 General purpose machinery","2010","Wages and salaries paid to employees","126497478",""
"Sri Lanka ","Rupees","291 General purpose machinery","2009","Wages and salaries paid to employees","163588578",""
"Sri Lanka ","Rupees","291 General purpose machinery","2008","Wages and salaries paid to employees","2619636083",""
"Sri Lanka ","Rupees","291 General purpose machinery","2007","Wages and salaries paid to employees","666961849",""
"Sri Lanka ","Rupees","292 Special purpose machinery","2010","Wages and salaries paid to employees","110358110",""
"Sri Lanka ","Rupees","292 Special purpose machinery","2009","Wages and salaries paid to employees","255050887",""
"Sri Lanka ","Rupees","292 Special purpose machinery","2008","Wages and salaries paid to employees","331561305",""
"Sri Lanka ","Rupees","292 Special purpose machinery","2007","Wages and salaries paid to employees","446648415",""
"Sri Lanka ","Rupees","2930 Domestic appliances n.e.c.","2010","Wages and salaries paid to employees","453396520",""
"Sri Lanka ","Rupees","2930 Domestic appliances n.e.c.","2009","Wages and salaries paid to employees","422173990",""
"Sri Lanka ","Rupees","2930 Domestic appliances n.e.c.","2008","Wages and salaries paid to employees","438681820",""
"Sri Lanka ","Rupees","2930 Domestic appliances n.e.c.","2007","Wages and salaries paid to employees","131295036",""
"Sri Lanka ","Rupees","3000 Office, accounting and computing machinery","2010","Wages and salaries paid to employees","405031398",""
"Sri Lanka ","Rupees","3000 Office, accounting and computing machinery","2009","Wages and salaries paid to employees","205397425",""
"Sri Lanka ","Rupees","3000 Office, accounting and computing machinery","2008","Wages and salaries paid to employees","347597302",""
"Sri Lanka ","Rupees","3000 Office, accounting and computing machinery","2007","Wages and salaries paid to employees","596395248",""
"Sri Lanka ","Rupees","3110 Electric motors, generators and transformers","2010","Wages and salaries paid to employees","646963948",""
"Sri Lanka ","Rupees","3110 Electric motors, generators and transformers","2009","Wages and salaries paid to employees","521280107",""
"Sri Lanka ","Rupees","3110 Electric motors, generators and transformers","2008","Wages and salaries paid to employees","502555462",""
"Sri Lanka ","Rupees","3110 Electric motors, generators and transformers","2007","Wages and salaries paid to employees","423099615",""
"Sri Lanka ","Rupees","3120 Electricity distribution & control apparatus","2010","Wages and salaries paid to employees","433981633",""
"Sri Lanka ","Rupees","3120 Electricity distribution & control apparatus","2009","Wages and salaries paid to employees","238488969",""
"Sri Lanka ","Rupees","3120 Electricity distribution & control apparatus","2008","Wages and salaries paid to employees","220465926",""
"Sri Lanka ","Rupees","3120 Electricity distribution & control apparatus","2007","Wages and salaries paid to employees","334027094",""
"Sri Lanka ","Rupees","3130 Insulated wire and cable","2010","Wages and salaries paid to employees","175802368",""
"Sri Lanka ","Rupees","3130 Insulated wire and cable","2009","Wages and salaries paid to employees","162430631",""
"Sri Lanka ","Rupees","3130 Insulated wire and cable","2008","Wages and salaries paid to employees","226835140",""
"Sri Lanka ","Rupees","3130 Insulated wire and cable","2007","Wages and salaries paid to employees","260742723",""
"Sri Lanka ","Rupees","3140 Accumulators, primary cells and batteries","2010","Wages and salaries paid to employees","160102000",""
"Sri Lanka ","Rupees","3140 Accumulators, primary cells and batteries","2009","Wages and salaries paid to employees","157498000",""
"Sri Lanka ","Rupees","3140 Accumulators, primary cells and batteries","2008","Wages and salaries paid to employees","147821000",""
"Sri Lanka ","Rupees","3140 Accumulators, primary cells and batteries","2007","Wages and salaries paid to employees","385308480",""
"Sri Lanka ","Rupees","3150 Lighting equipment and electric lamps","2010","Wages and salaries paid to employees","32634313",""
"Sri Lanka ","Rupees","3150 Lighting equipment and electric lamps","2009","Wages and salaries paid to employees","46045757",""
"Sri Lanka ","Rupees","3150 Lighting equipment and electric lamps","2008","Wages and salaries paid to employees","60806942",""
"Sri Lanka ","Rupees","3150 Lighting equipment and electric lamps","2007","Wages and salaries paid to employees","45846680",""
"Sri Lanka ","Rupees","3210 Electronic valves, tubes, etc.","2010","Wages and salaries paid to employees","254315264",""
"Sri Lanka ","Rupees","3210 Electronic valves, tubes, etc.","2009","Wages and salaries paid to employees","326945207",""
"Sri Lanka ","Rupees","3210 Electronic valves, tubes, etc.","2008","Wages and salaries paid to employees","335454632",""
"Sri Lanka ","Rupees","3210 Electronic valves, tubes, etc.","2007","Wages and salaries paid to employees","301609011",""
"Sri Lanka ","Rupees","3220 TV/radio transmitters; line comm. apparatus","2009","Wages and salaries paid to employees","7278000",""
"Sri Lanka ","Rupees","3220 TV/radio transmitters; line comm. apparatus","2008","Wages and salaries paid to employees","9588000",""
"Sri Lanka ","Rupees","3220 TV/radio transmitters; line comm. apparatus","2007","Wages and salaries paid to employees","13325600",""
"Sri Lanka ","Rupees","3230 TV and radio receivers and associated goods","2010","Wages and salaries paid to employees","53057272",""
"Sri Lanka ","Rupees","3230 TV and radio receivers and associated goods","2009","Wages and salaries paid to employees","37309763",""
"Sri Lanka ","Rupees","3230 TV and radio receivers and associated goods","2008","Wages and salaries paid to employees","49092552",""
"Sri Lanka ","Rupees","3230 TV and radio receivers and associated goods","2007","Wages and salaries paid to employees","59592032",""
"Sri Lanka ","Rupees","3320 Optical instruments & photographic equipment","2009","Wages and salaries paid to employees","29100000",""
"Sri Lanka ","Rupees","3320 Optical instruments & photographic equipment","2008","Wages and salaries paid to employees","38350000",""
"Sri Lanka ","Rupees","3320 Optical instruments & photographic equipment","2007","Wages and salaries paid to employees","2408000",""
"Sri Lanka ","Rupees","3410 Motor vehicles","2010","Wages and salaries paid to employees","142152120",""
"Sri Lanka ","Rupees","3410 Motor vehicles","2009","Wages and salaries paid to employees","48900996",""
"Sri Lanka ","Rupees","3410 Motor vehicles","2008","Wages and salaries paid to employees","57538274",""
"Sri Lanka ","Rupees","3410 Motor vehicles","2007","Wages and salaries paid to employees","8663837",""
"Sri Lanka ","Rupees","3420 Automobile bodies, trailers & semi-trailers","2010","Wages and salaries paid to employees","82389762",""
"Sri Lanka ","Rupees","3420 Automobile bodies, trailers & semi-trailers","2009","Wages and salaries paid to employees","56369405",""
"Sri Lanka ","Rupees","3420 Automobile bodies, trailers & semi-trailers","2008","Wages and salaries paid to employees","30913288",""
"Sri Lanka ","Rupees","3420 Automobile bodies, trailers & semi-trailers","2007","Wages and salaries paid to employees","86927790",""
"Sri Lanka ","Rupees","3430 Parts/accessories for automobiles","2009","Wages and salaries paid to employees","7967507",""
"Sri Lanka ","Rupees","3430 Parts/accessories for automobiles","2008","Wages and salaries paid to employees","39234872",""
"Sri Lanka ","Rupees","3430 Parts/accessories for automobiles","2007","Wages and salaries paid to employees","204514784",""
"Sri Lanka ","Rupees","351 Building and repairing of ships and boats","2010","Wages and salaries paid to employees","1548211093",""
"Sri Lanka ","Rupees","351 Building and repairing of ships and boats","2009","Wages and salaries paid to employees","1334031283",""
"Sri Lanka ","Rupees","351 Building and repairing of ships and boats","2008","Wages and salaries paid to employees","1411339425",""
"Sri Lanka ","Rupees","351 Building and repairing of ships and boats","2007","Wages and salaries paid to employees","2024731155",""
"Sri Lanka ","Rupees","3520 Railway/tramway locomotives & rolling stock","2007","Wages and salaries paid to employees","17958000",""
"Sri Lanka ","Rupees","359 Transport equipment n.e.c.","2010","Wages and salaries paid to employees","196592157",""
"Sri Lanka ","Rupees","359 Transport equipment n.e.c.","2009","Wages and salaries paid to employees","156534076",""
"Sri Lanka ","Rupees","359 Transport equipment n.e.c.","2008","Wages and salaries paid to employees","278767166",""
"Sri Lanka ","Rupees","359 Transport equipment n.e.c.","2007","Wages and salaries paid to employees","475083380",""
"Sri Lanka ","Rupees","3610 Furniture","2010","Wages and salaries paid to employees","853076338",""
"Sri Lanka ","Rupees","3610 Furniture","2009","Wages and salaries paid to employees","751252417",""
"Sri Lanka ","Rupees","3610 Furniture","2008","Wages and salaries paid to employees","863493365",""
"Sri Lanka ","Rupees","3610 Furniture","2007","Wages and salaries paid to employees","1183425448",""
"Sri Lanka ","Rupees","369 Manufacturing n.e.c.","2010","Wages and salaries paid to employees","2639790097",""
"Sri Lanka ","Rupees","369 Manufacturing n.e.c.","2009","Wages and salaries paid to employees","2149624244",""
"Sri Lanka ","Rupees","369 Manufacturing n.e.c.","2008","Wages and salaries paid to employees","2178987858",""
"Sri Lanka ","Rupees","369 Manufacturing n.e.c.","2007","Wages and salaries paid to employees","2376017925",""
"Sri Lanka ","Rupees","3710 Recycling of metal waste and scrap","2009","Wages and salaries paid to employees","10241220",""
"Sri Lanka ","Rupees","3710 Recycling of metal waste and scrap","2008","Wages and salaries paid to employees","21482440",""
"Sri Lanka ","Rupees","3720 Recycling of non-metal waste and scrap","2010","Wages and salaries paid to employees","31035000",""
"Sri Lanka ","Rupees","3720 Recycling of non-metal waste and scrap","2009","Wages and salaries paid to employees","20454561",""
"Sri Lanka ","Rupees","3720 Recycling of non-metal waste and scrap","2008","Wages and salaries paid to employees","72738520",""
"Sri Lanka ","Rupees","3720 Recycling of non-metal waste and scrap","2007","Wages and salaries paid to employees","59368520",""
"Sri Lanka ","Rupees","D Total manufacturing","2010","Wages and salaries paid to employees","95900330579",""
"Sri Lanka ","Rupees","D Total manufacturing","2009","Wages and salaries paid to employees","91240911815",""
"Sri Lanka ","Rupees","D Total manufacturing","2008","Wages and salaries paid to employees","100081212025",""
"Sri Lanka ","Rupees","D Total manufacturing","2007","Wages and salaries paid to employees","140796622118",""
"State of Palestine ","US Dollars","1511 Processing/preserving of meat","2009","Wages and salaries paid to employees","944000",""
"State of Palestine ","US Dollars","1511 Processing/preserving of meat","2008","Wages and salaries paid to employees","612587",""
"State of Palestine ","US Dollars","1511 Processing/preserving of meat","2007","Wages and salaries paid to employees","512225",""
"State of Palestine ","US Dollars","1513 Processing/preserving of fruit & vegetables","2009","Wages and salaries paid to employees","1916000",""
"State of Palestine ","US Dollars","1513 Processing/preserving of fruit & vegetables","2008","Wages and salaries paid to employees","2214318",""
"State of Palestine ","US Dollars","1513 Processing/preserving of fruit & vegetables","2007","Wages and salaries paid to employees","2200848",""
"State of Palestine ","US Dollars","1514 Vegetable and animal oils and fats","2009","Wages and salaries paid to employees","644000",""
"State of Palestine ","US Dollars","1514 Vegetable and animal oils and fats","2008","Wages and salaries paid to employees","615646",""
"State of Palestine ","US Dollars","1514 Vegetable and animal oils and fats","2007","Wages and salaries paid to employees","608391",""
"State of Palestine ","US Dollars","1520 Dairy products","2009","Wages and salaries paid to employees","4676000",""
"State of Palestine ","US Dollars","1520 Dairy products","2008","Wages and salaries paid to employees","4983662",""
"State of Palestine ","US Dollars","1520 Dairy products","2007","Wages and salaries paid to employees","3395378",""
"State of Palestine ","US Dollars","1531 Grain mill products","2009","Wages and salaries paid to employees","1756000",""
"State of Palestine ","US Dollars","1531 Grain mill products","2008","Wages and salaries paid to employees","1872397",""
"State of Palestine ","US Dollars","1531 Grain mill products","2007","Wages and salaries paid to employees","1516191",""
"State of Palestine ","US Dollars","1533 Prepared animal feeds","2009","Wages and salaries paid to employees","1668000",""
"State of Palestine ","US Dollars","1533 Prepared animal feeds","2008","Wages and salaries paid to employees","1042744",""
"State of Palestine ","US Dollars","1533 Prepared animal feeds","2007","Wages and salaries paid to employees","1067857",""
"State of Palestine ","US Dollars","1541 Bakery products","2009","Wages and salaries paid to employees","16593000",""
"State of Palestine ","US Dollars","1541 Bakery products","2008","Wages and salaries paid to employees","13238404",""
"State of Palestine ","US Dollars","1541 Bakery products","2007","Wages and salaries paid to employees","11551444",""
"State of Palestine ","US Dollars","1543 Cocoa, chocolate and sugar confectionery","2009","Wages and salaries paid to employees","1401000",""
"State of Palestine ","US Dollars","1543 Cocoa, chocolate and sugar confectionery","2008","Wages and salaries paid to employees","929613",""
"State of Palestine ","US Dollars","1543 Cocoa, chocolate and sugar confectionery","2007","Wages and salaries paid to employees","979859",""
"State of Palestine ","US Dollars","1544 Macaroni, noodles & similar products","2009","Wages and salaries paid to employees","367000",""
"State of Palestine ","US Dollars","1544 Macaroni, noodles & similar products","2008","Wages and salaries paid to employees","375412",""
"State of Palestine ","US Dollars","1544 Macaroni, noodles & similar products","2007","Wages and salaries paid to employees","322636",""
"State of Palestine ","US Dollars","1549 Other food products n.e.c.","2009","Wages and salaries paid to employees","5732000",""
"State of Palestine ","US Dollars","1549 Other food products n.e.c.","2008","Wages and salaries paid to employees","4179173",""
"State of Palestine ","US Dollars","1549 Other food products n.e.c.","2007","Wages and salaries paid to employees","2331109",""
"State of Palestine ","US Dollars","1551 Distilling, rectifying & blending of spirits","2009","Wages and salaries paid to employees","131000",""
"State of Palestine ","US Dollars","1551 Distilling, rectifying & blending of spirits","2008","Wages and salaries paid to employees","162327",""
"State of Palestine ","US Dollars","1551 Distilling, rectifying & blending of spirits","2007","Wages and salaries paid to employees","195072","97"
"State of Palestine ","US Dollars","1554 Soft drinks; mineral waters","2009","Wages and salaries paid to employees","839000",""
"State of Palestine ","US Dollars","1554 Soft drinks; mineral waters","2008","Wages and salaries paid to employees","4283387",""
"State of Palestine ","US Dollars","1554 Soft drinks; mineral waters","2007","Wages and salaries paid to employees","3638400",""
"State of Palestine ","US Dollars","1600 Tobacco products","2009","Wages and salaries paid to employees","3749000",""
"State of Palestine ","US Dollars","1600 Tobacco products","2008","Wages and salaries paid to employees","3788941",""
"State of Palestine ","US Dollars","1600 Tobacco products","2007","Wages and salaries paid to employees","3349982",""
"State of Palestine ","US Dollars","171 Spinning, weaving and finishing of textiles","2009","Wages and salaries paid to employees","441000",""
"State of Palestine ","US Dollars","171 Spinning, weaving and finishing of textiles","2008","Wages and salaries paid to employees","376920",""
"State of Palestine ","US Dollars","171 Spinning, weaving and finishing of textiles","2007","Wages and salaries paid to employees","1073556",""
"State of Palestine ","US Dollars","1711 Textile fibre preparation; textile weaving","2009","Wages and salaries paid to employees","379000",""
"State of Palestine ","US Dollars","1711 Textile fibre preparation; textile weaving","2008","Wages and salaries paid to employees","330014",""
