Region/Country/Area,,Year,Series,Value,Footnotes,Source,,,,
233,Estonia,2005,Gross domestic expenditure on R & D: Higher education (%),0.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2005,Gross domestic expenditure on R & D: Funds from abroad (%),17.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2010,Gross domestic expenditure on R & D: Business enterprises (%),43.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2010,Gross domestic expenditure on R & D: Government (%),44.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2010,Gross domestic expenditure on R & D: Higher education (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2010,Gross domestic expenditure on R & D: Private non-profit (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2010,Gross domestic expenditure on R & D: Funds from abroad (%),11.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2015,Gross domestic expenditure on R & D: Business enterprises (%),41,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2015,Gross domestic expenditure on R & D: Government (%),46.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2015,Gross domestic expenditure on R & D: Higher education (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2015,Gross domestic expenditure on R & D: Funds from abroad (%),12.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2017,Gross domestic expenditure on R & D: Business enterprises (%),43.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2017,Gross domestic expenditure on R & D: Government (%),40.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2017,Gross domestic expenditure on R & D: Higher education (%),1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2017,Gross domestic expenditure on R & D: Private non-profit (%),0.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2017,Gross domestic expenditure on R & D: Funds from abroad (%),15,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
233,Estonia,2018,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
748,Eswatini,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
748,Eswatini,2015,Gross domestic expenditure on R & D: Business enterprises (%),22.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
748,Eswatini,2015,Gross domestic expenditure on R & D: Government (%),41.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
748,Eswatini,2015,Gross domestic expenditure on R & D: Private non-profit (%),2.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
748,Eswatini,2015,Gross domestic expenditure on R & D: Funds from abroad (%),33.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2005,Gross domestic expenditure on R & D: Government (%),69.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2005,Gross domestic expenditure on R & D: Funds from abroad (%),30.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2010,Gross domestic expenditure on R & D: Business enterprises (%),10.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2010,Gross domestic expenditure on R & D: Government (%),56,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2010,Gross domestic expenditure on R & D: Higher education (%),1.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2010,Gross domestic expenditure on R & D: Private non-profit (%),0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2010,Gross domestic expenditure on R & D: Funds from abroad (%),30,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2010,Gross domestic expenditure on R & D: Not distributed (%),2.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2013,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2013,Gross domestic expenditure on R & D: Business enterprises (%),0.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2013,Gross domestic expenditure on R & D: Government (%),79.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2013,Gross domestic expenditure on R & D: Higher education (%),1.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2013,Gross domestic expenditure on R & D: Private non-profit (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2013,Gross domestic expenditure on R & D: Funds from abroad (%),2.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2013,Gross domestic expenditure on R & D: Not distributed (%),16,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.3,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2017,Gross domestic expenditure on R & D: Business enterprises (%),1.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2017,Gross domestic expenditure on R & D: Government (%),73.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2017,Gross domestic expenditure on R & D: Higher education (%),3.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2017,Gross domestic expenditure on R & D: Private non-profit (%),1.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2017,Gross domestic expenditure on R & D: Funds from abroad (%),19.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
231,Ethiopia,2017,Gross domestic expenditure on R & D: Not distributed (%),1.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
234,Faroe Islands,2003,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
234,Faroe Islands,2003,Gross domestic expenditure on R & D: Business enterprises (%),20.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
234,Faroe Islands,2003,Gross domestic expenditure on R & D: Private non-profit (%),0.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
234,Faroe Islands,2003,Gross domestic expenditure on R & D: Funds from abroad (%),18.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
234,Faroe Islands,2003,Gross domestic expenditure on R & D: Not distributed (%),60.6,Including higher education.,Overestimated or based on overestimated data.,Including Government.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,
246,Finland,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),3.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2005,Gross domestic expenditure on R & D: Business enterprises (%),66.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2005,Gross domestic expenditure on R & D: Government (%),25.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2005,Gross domestic expenditure on R & D: Higher education (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2005,Gross domestic expenditure on R & D: Private non-profit (%),1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2005,Gross domestic expenditure on R & D: Funds from abroad (%),6.3,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),3.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2010,Gross domestic expenditure on R & D: Business enterprises (%),66.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2010,Gross domestic expenditure on R & D: Government (%),25.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2010,Gross domestic expenditure on R & D: Higher education (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2010,Gross domestic expenditure on R & D: Private non-profit (%),1.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2010,Gross domestic expenditure on R & D: Funds from abroad (%),6.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),2.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2015,Gross domestic expenditure on R & D: Business enterprises (%),54.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2015,Gross domestic expenditure on R & D: Government (%),28.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2015,Gross domestic expenditure on R & D: Higher education (%),0.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2015,Gross domestic expenditure on R & D: Private non-profit (%),1.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2015,Gross domestic expenditure on R & D: Funds from abroad (%),14.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),2.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2017,Gross domestic expenditure on R & D: Business enterprises (%),58,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2017,Gross domestic expenditure on R & D: Government (%),29,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2017,Gross domestic expenditure on R & D: Higher education (%),0.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2017,Gross domestic expenditure on R & D: Private non-profit (%),1.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2017,Gross domestic expenditure on R & D: Funds from abroad (%),10.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
246,Finland,2018,Gross domestic expenditure on R & D: as a percentage of GDP (%),2.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),2.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2005,Gross domestic expenditure on R & D: Business enterprises (%),51.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2005,Gross domestic expenditure on R & D: Government (%),38.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2005,Gross domestic expenditure on R & D: Higher education (%),1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2005,Gross domestic expenditure on R & D: Funds from abroad (%),7.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),2.2,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2010,Gross domestic expenditure on R & D: Business enterprises (%),53.5,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2010,Gross domestic expenditure on R & D: Government (%),37.1,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2010,Gross domestic expenditure on R & D: Higher education (%),1,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2010,Gross domestic expenditure on R & D: Private non-profit (%),0.8,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2010,Gross domestic expenditure on R & D: Funds from abroad (%),7.5,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),2.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2015,Gross domestic expenditure on R & D: Business enterprises (%),54,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2015,Gross domestic expenditure on R & D: Government (%),34.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2015,Gross domestic expenditure on R & D: Higher education (%),2.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2015,Gross domestic expenditure on R & D: Funds from abroad (%),7.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),2.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2017,Gross domestic expenditure on R & D: Business enterprises (%),56.1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2017,Gross domestic expenditure on R & D: Government (%),32.4,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2017,Gross domestic expenditure on R & D: Higher education (%),2.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2017,Gross domestic expenditure on R & D: Private non-profit (%),1,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2017,Gross domestic expenditure on R & D: Funds from abroad (%),7.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
250,France,2018,Gross domestic expenditure on R & D: as a percentage of GDP (%),2.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
266,Gabon,2009,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
266,Gabon,2009,Gross domestic expenditure on R & D: Business enterprises (%),29.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
266,Gabon,2009,Gross domestic expenditure on R & D: Government (%),58.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
266,Gabon,2009,Gross domestic expenditure on R & D: Higher education (%),9.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
266,Gabon,2009,Gross domestic expenditure on R & D: Funds from abroad (%),3.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
266,Gabon,2009,Gross domestic expenditure on R & D: Not distributed (%),0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
270,Gambia,2009,Gross domestic expenditure on R & D: as a percentage of GDP (%),0,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
270,Gambia,2011,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1,Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
270,Gambia,2011,Gross domestic expenditure on R & D: Government (%),38.5,Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
270,Gambia,2011,Gross domestic expenditure on R & D: Private non-profit (%),45.6,Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
270,Gambia,2011,Gross domestic expenditure on R & D: Funds from abroad (%),15.9,Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
270,Gambia,2018,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1,Break in the time series.,Partial data.,Excluding Higher Education.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,
268,Georgia,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
268,Georgia,2013,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1,Break in the time series.,Partial data.,Higher Education only.,Based on R&D budget instead of R&D expenditure.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",
268,Georgia,2013,Gross domestic expenditure on R & D: Government (%),46.7,Partial data.,Higher Education only.,The sum of the breakdown does not add to the total.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,
268,Georgia,2013,Gross domestic expenditure on R & D: Higher education (%),36.1,Partial data.,Higher Education only.,The sum of the breakdown does not add to the total.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,
268,Georgia,2013,Gross domestic expenditure on R & D: Private non-profit (%),3.1,Partial data.,Higher Education only.,The sum of the breakdown does not add to the total.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,
