Region/Country/Area,,Year,Series,Value,Footnotes,Source
1,"Total, all countries or areas",2005,Teachers at primary level (thousands),26899,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2005,Teachers at secondary level (thousands),28485,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2005,Teachers at upper secondary level (thousands),11834,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2010,Teachers at primary level (thousands),28679,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2010,Teachers at secondary level (thousands),32197,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2010,Teachers at upper secondary level (thousands),14341,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2015,Teachers at primary level (thousands),31188,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2015,Teachers with minimum required qualifications at primary level,84.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2015,Teachers at secondary level (thousands),33475,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2015,Teachers at upper secondary level (thousands),14597,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2019,Teachers at primary level (thousands),32646,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2019,Teachers with minimum required qualifications at primary level,81,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2019,Teachers at secondary level (thousands),36526,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2019,Teachers with minimum required qualifications at secondary level,78,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
1,"Total, all countries or areas",2019,Teachers at upper secondary level (thousands),15733,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2005,Teachers at primary level (thousands),944,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2005,Teachers with minimum required qualifications at primary level,98.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2005,Teachers at secondary level (thousands),993,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2005,Teachers at upper secondary level (thousands),495,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2007,Teachers at primary level (thousands),952,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2007,Teachers with minimum required qualifications at primary level,98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2007,Teachers at secondary level (thousands),1037,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2007,Teachers at upper secondary level (thousands),510,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2010,Teachers at primary level (thousands),972,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2010,Teachers at secondary level (thousands),1162,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2010,Teachers at upper secondary level (thousands),537,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2015,Teachers at primary level (thousands),1176,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2015,Teachers with minimum required qualifications at primary level,87,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2015,Teachers at secondary level (thousands),1205,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2015,Teachers with minimum required qualifications at secondary level,80.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2015,Teachers at upper secondary level (thousands),575,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2015,Teachers with minimum required qualifications at upper secondary level,78.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2019,Teachers at primary level (thousands),1302,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2019,Teachers with minimum required qualifications at primary level,87.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2019,Teachers at secondary level (thousands),1261,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2019,Teachers with minimum required qualifications at secondary level,88.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2019,Teachers at upper secondary level (thousands),579,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
15,Northern Africa,2019,Teachers with minimum required qualifications at upper secondary level,87.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2005,Teachers at primary level (thousands),2576,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2005,Teachers with minimum required qualifications at primary level,71.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2005,Teachers at secondary level (thousands),1172,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2005,Teachers with minimum required qualifications at secondary level,78.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2005,Teachers at upper secondary level (thousands),463,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2010,Teachers at primary level (thousands),3168,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at primary level,69.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2010,Teachers at secondary level (thousands),1868,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at secondary level,60,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2010,Teachers at upper secondary level (thousands),745,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at upper secondary level,53.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2011,Teachers at primary level (thousands),3375,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2011,Teachers with minimum required qualifications at primary level,66.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2011,Teachers at secondary level (thousands),2182,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2011,Teachers with minimum required qualifications at secondary level,51.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2011,Teachers at upper secondary level (thousands),970,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2011,Teachers with minimum required qualifications at upper secondary level,42,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2015,Teachers at primary level (thousands),4070,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2015,Teachers with minimum required qualifications at primary level,63.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2015,Teachers at secondary level (thousands),2669,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2015,Teachers with minimum required qualifications at secondary level,48.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2015,Teachers at upper secondary level (thousands),1108,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2016,Teachers at primary level (thousands),4190,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2016,Teachers with minimum required qualifications at primary level,63.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2016,Teachers at secondary level (thousands),2636,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2016,Teachers with minimum required qualifications at secondary level,50.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2016,Teachers at upper secondary level (thousands),1043,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2017,Teachers at primary level (thousands),4343,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2017,Teachers with minimum required qualifications at primary level,65.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2017,Teachers at secondary level (thousands),2728,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2017,Teachers at upper secondary level (thousands),1082,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2018,Teachers at primary level (thousands),4479,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2018,Teachers with minimum required qualifications at primary level,65.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2018,Teachers at secondary level (thousands),2785,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2019,Teachers at primary level (thousands),4577,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
202,Sub-Saharan Africa,2019,Teachers with minimum required qualifications at primary level,65.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2005,Teachers at primary level (thousands),1865,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2005,Teachers at secondary level (thousands),1774,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2005,Teachers at upper secondary level (thousands),829,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2010,Teachers at primary level (thousands),1920,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2010,Teachers at secondary level (thousands),1898,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2010,Teachers at upper secondary level (thousands),933,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2015,Teachers at primary level (thousands),1847,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2015,Teachers at secondary level (thousands),1803,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2015,Teachers at upper secondary level (thousands),912,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2018,Teachers at primary level (thousands),1896,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2018,Teachers at secondary level (thousands),1842,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
21,Northern America,2018,Teachers at upper secondary level (thousands),926,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2005,Teachers at primary level (thousands),2945,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2005,Teachers at secondary level (thousands),3474,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2005,Teachers at upper secondary level (thousands),1436,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2007,Teachers at primary level (thousands),2876,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at primary level,90,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2007,Teachers at secondary level (thousands),3247,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at secondary level,84.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2007,Teachers at upper secondary level (thousands),1386,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at upper secondary level,84.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2010,Teachers at primary level (thousands),2923,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2010,Teachers with minimum required qualifications at primary level,89.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2010,Teachers at secondary level (thousands),3553,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2010,Teachers at upper secondary level (thousands),1554,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2015,Teachers at primary level (thousands),3019,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2015,Teachers with minimum required qualifications at primary level,90.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2015,Teachers at secondary level (thousands),3885,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2015,Teachers with minimum required qualifications at secondary level,83.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2015,Teachers at upper secondary level (thousands),1735,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2018,Teachers at primary level (thousands),3031,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2018,Teachers with minimum required qualifications at primary level,91,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2018,Teachers at secondary level (thousands),3911,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2018,Teachers with minimum required qualifications at secondary level,83.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2018,Teachers at upper secondary level (thousands),1802,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2019,Teachers at primary level (thousands),3083,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2019,Teachers with minimum required qualifications at primary level,82.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2019,Teachers at secondary level (thousands),3912,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
419,Latin America & the Caribbean,2019,Teachers at upper secondary level (thousands),1818,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2005,Teachers at primary level (thousands),243,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2005,Teachers with minimum required qualifications at primary level,94.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2005,Teachers at secondary level (thousands),815,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2005,Teachers with minimum required qualifications at secondary level,90.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2010,Teachers at primary level (thousands),226,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2010,Teachers with minimum required qualifications at primary level,96.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2010,Teachers at secondary level (thousands),762,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2010,Teachers with minimum required qualifications at secondary level,95.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2015,Teachers at primary level (thousands),253,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2015,Teachers with minimum required qualifications at primary level,99.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2015,Teachers at secondary level (thousands),794,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2015,Teachers with minimum required qualifications at secondary level,95.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2015,Teachers at upper secondary level (thousands),236,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2016,Teachers at primary level (thousands),250,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2016,Teachers with minimum required qualifications at primary level,99.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2016,Teachers at secondary level (thousands),834,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2016,Teachers with minimum required qualifications at secondary level,95.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2016,Teachers at upper secondary level (thousands),245,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2016,Teachers with minimum required qualifications at upper secondary level,99.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2018,Teachers at primary level (thousands),265,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2018,Teachers with minimum required qualifications at primary level,98.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
143,Central Asia,2018,Teachers at secondary level (thousands),844,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2021."
