"Country or Area","Year","Unit","Value","Value Footnotes"
"Ecuador","2010","Mil. USD","70.754147",""
"Ecuador","2010","Thousand metric tons","17.617249351383",""
"Ecuador","2009","Mil. USD","89.750217",""
"Ecuador","2009","Thousand metric tons","20.321606872513",""
"Ecuador","2008","Mil. USD","158.933223",""
"Ecuador","2008","Thousand metric tons","24.084916",""
"Ecuador","2007","Mil. USD","24.989241",""
"Ecuador","2007","Thousand metric tons","12.3994",""
"Ecuador","2003","Thousand metric tons","27.14",""
"Ecuador","2002","Thousand metric tons","61.071","2"
"Ecuador","2001","Thousand metric tons","79.829","2"
"Ecuador","2000","Thousand metric tons","62.817",""
"Ecuador","1999","Thousand metric tons","59.139",""
"Ecuador","1998","Thousand metric tons","38.9",""
"Ecuador","1997","Thousand metric tons","35.027",""
"Ecuador","1996","Thousand metric tons","20.709",""
"Ecuador","1995","Thousand metric tons","16.336",""
"Egypt","2015","Mil. USD","0.0339346292504774",""
"Egypt","2015","Thousand metric tons","0.005",""
"Egypt","2014","Mil. USD","0.0309426550101631",""
"Egypt","2014","Thousand metric tons","0.005",""
"Egypt","2012","Mil. USD","8.88036349506613",""
"Egypt","2012","Thousand metric tons","1.881",""
"Egypt","2011","Mil. USD","8.82917971930811",""
"Egypt","2011","Thousand metric tons","1.601",""
"Egypt","2009","Mil. USD","9.36955550939384",""
"Egypt","2009","Thousand metric tons","1.622",""
"Egypt","2008","Mil. USD","9.39082399877245",""
"Egypt","2008","Thousand metric tons","3.343",""
"Egypt","2006","Mil. USD","3.47137998197622",""
"Egypt","2006","Thousand metric tons","1.987",""
"Egypt","2005","Mil. USD","0.78804833732299",""
"Egypt","2005","Thousand metric tons","0.561",""
"Egypt","2004","Mil. USD","7.94901210276659",""
"Egypt","2004","Thousand metric tons","3.022",""
"Egypt","2003","Mil. USD","7.28660243126028",""
"Egypt","2003","Thousand metric tons","4.316",""
"Egypt","2002","Mil. USD","6.0700051855693",""
"Egypt","2002","Thousand metric tons","2.477",""
"Egypt","2001","Mil. USD","8.75031462371004",""
"Egypt","2001","Thousand metric tons","3.651",""
"Egypt","2000","Mil. USD","7.02006019498567",""
"Egypt","2000","Thousand metric tons","3.951",""
"Egypt","1999","Mil. USD","9.32273028495693",""
"Egypt","1999","Thousand metric tons","2.11",""
"Egypt","1998","Thousand metric tons","0.545","2"
"Egypt","1997","Thousand metric tons","0.522","2"
"Egypt","1996","Thousand metric tons","0.594","2"
"Egypt","1995","Thousand metric tons","0.8","1,2"
"El Salvador","2003","Thousand metric tons","12.313","2"
"El Salvador","2002","Thousand metric tons","14.8","2"
"El Salvador","2001","Thousand metric tons","8.7","2"
"El Salvador","2000","Thousand metric tons","0.029","2"
"El Salvador","1998","Thousand metric tons","0.334","2"
"El Salvador","1997","Thousand metric tons","0.299","2"
"El Salvador","1996","Thousand metric tons","0.274","2"
"El Salvador","1995","Thousand metric tons","0.397","2"
"Equatorial Guinea","1997","Thousand metric tons","0.26","2"
"Equatorial Guinea","1996","Thousand metric tons","0","2"
"Equatorial Guinea","1995","Thousand metric tons","0.012","2"
"Eritrea","1997","Thousand metric tons","0.072","2"
"Eritrea","1996","Thousand metric tons","0","2"
"Eritrea","1995","Thousand metric tons","0","2"
"Estonia","2016","Mil. USD","35.5849004132946",""
"Estonia","2016","Thousand metric tons","29.8484",""
"Estonia","2015","Mil. USD","73.1984073596997",""
"Estonia","2015","Thousand metric tons","34.9368",""
"Estonia","2014","Mil. USD","75.623823206244",""
"Estonia","2014","Thousand metric tons","32.4641",""
"Estonia","2013","Mil. USD","63.7315472574296",""
"Estonia","2013","Thousand metric tons","39.3438",""
"Estonia","2012","Mil. USD","56.5339345668423",""
"Estonia","2012","Thousand metric tons","44.6806",""
"Estonia","2011","Mil. USD","45.8744147916218",""
"Estonia","2011","Thousand metric tons","33.6069",""
"Estonia","2010","Mil. USD","32.8622840135507",""
"Estonia","2010","Thousand metric tons","35.812",""
"Estonia","2009","Mil. USD","25.9384226277673",""
"Estonia","2009","Thousand metric tons","33.7384",""
"Estonia","2008","Mil. USD","35.2519525039229",""
"Estonia","2008","Thousand metric tons","31.545",""
"Estonia","2007","Mil. USD","29.3764490511409",""
"Estonia","2007","Thousand metric tons","35.9482",""
"Estonia","2006","Mil. USD","30.9952672120806",""
"Estonia","2006","Thousand metric tons","39.7013",""
"Estonia","2005","Mil. USD","26.5272299176614",""
"Estonia","2005","Thousand metric tons","39.1373",""
"Estonia","2004","Mil. USD","18.5530403913746",""
"Estonia","2004","Thousand metric tons","27.6766",""
"Estonia","2003","Thousand metric tons","41.629",""
"Estonia","2002","Thousand metric tons","40.7734",""
"Estonia","2001","Thousand metric tons","39.2517",""
"Estonia","2000","Thousand metric tons","28.386",""
"Estonia","1999","Thousand metric tons","22.475",""
"Estonia","1998","Thousand metric tons","28.597",""
"Estonia","1997","Thousand metric tons","29.045",""
"Estonia","1996","Thousand metric tons","20.6",""
"Estonia","1995","Thousand metric tons","53.167",""
"Ethiopia","1997","Thousand metric tons","0.002","2"
"Ethiopia","1995","Thousand metric tons","0.014","2"
"Faeroe Islands","2003","Thousand metric tons","67.307","2"
"Faeroe Islands","2002","Thousand metric tons","68.906","2"
"Faeroe Islands","2001","Thousand metric tons","56.518","2"
"Faeroe Islands","2000","Thousand metric tons","51.8","2"
"Faeroe Islands","1999","Thousand metric tons","31.135","2"
"Faeroe Islands","1998","Thousand metric tons","31.869","2"
"Faeroe Islands","1997","Thousand metric tons","40.317","2"
"Faeroe Islands","1996","Thousand metric tons","46.227","2"
"Faeroe Islands","1995","Thousand metric tons","39.911","2"
"Falkland Islands (Malvinas)","2003","Thousand metric tons","38.389","2"
"Falkland Islands (Malvinas)","2002","Thousand metric tons","16.867","2"
"Falkland Islands (Malvinas)","2001","Thousand metric tons","14.964","2"
"Falkland Islands (Malvinas)","2000","Thousand metric tons","11.942","2"
"Falkland Islands (Malvinas)","1999","Thousand metric tons","14.065","2"
"Falkland Islands (Malvinas)","1998","Thousand metric tons","10.754","2"
"Falkland Islands (Malvinas)","1997","Thousand metric tons","4.365","2"
"Falkland Islands (Malvinas)","1996","Thousand metric tons","6.976","2"
"Falkland Islands (Malvinas)","1995","Thousand metric tons","4.531","2"
"Fiji","2003","Thousand metric tons","3.438","2"
"Fiji","2002","Thousand metric tons","1.629","2"
"Fiji","2001","Thousand metric tons","3.189","2"
"Fiji","2000","Thousand metric tons","4.76","2"
"Fiji","1999","Thousand metric tons","4.444","2"
"Fiji","1998","Thousand metric tons","1.506","2"
"Fiji","1997","Thousand metric tons","5.422","2"
"Fiji","1996","Thousand metric tons","3.142","2"
"Fiji","1995","Thousand metric tons","8.057","2"
"Finland","2016","Mil. USD","11.0615170697217",""
"Finland","2016","Thousand metric tons","16.620559","7"
"Finland","2015","Mil. USD","15.5269348944818",""
"Finland","2014","Mil. USD","13.2673374046042",""
"Finland","2014","Thousand metric tons","11.608",""
"Finland","2013","Mil. USD","9.29418397504181",""
"Finland","2013","Thousand metric tons","11.815",""
"Finland","2012","Mil. USD","10.2788971939713",""
"Finland","2012","Thousand metric tons","14.92",""
"Finland","2011","Mil. USD","8.34080268938579",""
"Finland","2011","Thousand metric tons","8.775",""
"Finland","2010","Mil. USD","6.62212228135963",""
"Finland","2010","Thousand metric tons","7.752",""
"Finland","2009","Mil. USD","5.55676446218978",""
"Finland","2009","Thousand metric tons","8.339",""
"Finland","2008","Mil. USD","4.39447946526597",""
"Finland","2008","Thousand metric tons","8.088",""
"Finland","2007","Mil. USD","6.84333886503225",""
"Finland","2007","Thousand metric tons","12.715",""
"Finland","2006","Mil. USD","6.2724173582878",""
"Finland","2006","Thousand metric tons","9.063",""
"Finland","2005","Mil. USD","4.97438193304482",""
"Finland","2005","Thousand metric tons","8.115",""
"Finland","2004","Mil. USD","2.48334606048189",""
"Finland","2004","Thousand metric tons","1.061",""
"Finland","2003","Mil. USD","1.12862464859801",""
"Finland","2003","Thousand metric tons","0.807",""
"Finland","2002","Mil. USD","0.94113070580097",""
"Finland","2002","Thousand metric tons","1.187",""
"Finland","2001","Mil. USD","2.68453973566232",""
"Finland","2000","Mil. USD","2.76395586576696",""
"Finland","1999","Mil. USD","8.52308494114177",""
"Finland","1998","Mil. USD","10.0132692352374",""
"Finland","1997","Mil. USD","8.01707235090106",""
"Finland","1997","Thousand metric tons","11.68",""
"Finland","1996","Thousand metric tons","16.349",""
"Finland","1995","Thousand metric tons","5.869",""
"France","2005","Mil. USD","157.936626374173","4"
"France","2005","Thousand metric tons","34.981","4"
"France","2004","Mil. USD","188.734300596624","4"
"France","2004","Thousand metric tons","42.323","4"
"France","2000","Mil. USD","133.591200178736","4"
"France","2000","Thousand metric tons","35.947","4"
"France","1999","Thousand metric tons","173.389",""
"France","1998","Thousand metric tons","175.532","2"
"France","1997","Thousand metric tons","188.559","2"
"France","1996","Thousand metric tons","211.377","2"
"France","1995","Thousand metric tons","205.561","2"
"French Guiana","1997","Thousand metric tons","1.259","2"
"French Guiana","1996","Thousand metric tons","1.345","1,2"
"French Guiana","1995","Thousand metric tons","1.039","1,2"
"French Polynesia","1997","Thousand metric tons","0.735","2"
"French Polynesia","1996","Thousand metric tons","0.079","2"
"French Polynesia","1995","Thousand metric tons","0.15","2"
"Gabon","1997","Thousand metric tons","0.13","2"
"Gabon","1996","Thousand metric tons","0","2"
"Gabon","1995","Thousand metric tons","0.43","2"
"Gambia","2003","Thousand metric tons","0.06","1,2"
"Gambia","2002","Thousand metric tons","0.171","1,2"
"Gambia","2001","Thousand metric tons","0.255","1,2"
"Gambia","2000","Thousand metric tons","0.359","2"
"Gambia","1997","Thousand metric tons","1.755","2"
"Gambia","1996","Thousand metric tons","0.11","2"
"Gambia","1995","Thousand metric tons","0.505","2"
"Germany","2016","Mil. USD","237.527434885251",""
"Germany","2016","Thousand metric tons","57.016698",""
"Germany","2015","Mil. USD","246.774025853913",""
"Germany","2015","Thousand metric tons","67.75118",""
"Germany","2014","Mil. USD","197.086995007343",""
"Germany","2014","Thousand metric tons","46.179774",""
"Germany","2013","Mil. USD","216.353681790472",""
"Germany","2013","Thousand metric tons","53.719213",""
"Germany","2012","Mil. USD","184.19752292474",""
"Germany","2012","Thousand metric tons","45.939823",""
"Germany","2011","Mil. USD","221.348323250686",""
"Germany","2011","Thousand metric tons","49.315223",""
"Germany","2010","Mil. USD","216.69810859447",""
"Germany","2010","Thousand metric tons","49.907475",""
"Germany","2009","Mil. USD","254.090000989206",""
"Germany","2009","Thousand metric tons","58.915699",""
"Germany","2007","Mil. USD","252.092806624352",""
"Germany","2007","Thousand metric tons","62.090712",""
"Germany","2006","Mil. USD","244.475299534064",""
"Germany","2006","Thousand metric tons","65.552198",""
"Germany","2005","Mil. USD","237.216838282843",""
"Germany","2005","Thousand metric tons","63.015714",""
"Germany","2004","Mil. USD","223.50114544337",""
"Germany","2004","Thousand metric tons","52.222",""
"Germany","2002","Thousand metric tons","43.385",""
"Germany","2001","Thousand metric tons","43.788",""
"Germany","2000","Thousand metric tons","38.581",""
"Germany","1999","Thousand metric tons","35.797",""
"Germany","1998","Mil. USD","137.823143416404",""
"Germany","1998","Thousand metric tons","38.233",""
"Germany","1997","Thousand metric tons","172.096",""
"Germany","1996","Thousand metric tons","265.837","2"
"Germany","1995","Thousand metric tons","268.616","2"
"Ghana","2003","Thousand metric tons","41.272","1,2"
"Ghana","2002","Thousand metric tons","40.799","1,2"
"Ghana","2001","Thousand metric tons","51.004","1,2"
"Ghana","2000","Thousand metric tons","53.583","2"
"Ghana","1999","Thousand metric tons","89.738","1,2"
"Ghana","1998","Thousand metric tons","71.003","1,2"
"Ghana","1997","Thousand metric tons","70.741","1,2"
"Ghana","1996","Thousand metric tons","80.63","1,2"
"Ghana","1995","Thousand metric tons","69.375","2"
"Greece","2015","Mil. USD","17.1905350617477",""
"Greece","2015","Thousand metric tons","3.7722",""
"Greece","2014","Mil. USD","24.9425943206559",""
"Greece","2014","Thousand metric tons","4.478",""
"Greece","2013","Mil. USD","28.1481000386981",""
"Greece","2013","Thousand metric tons","4.9539",""
"Greece","2003","Thousand metric tons","0.7245","4"
"Greece","2002","Thousand metric tons","4.168","2"
"Greece","2001","Thousand metric tons","3.569","2"
"Greece","2000","Thousand metric tons","3.401","2"
"Greece","1999","Thousand metric tons","3.992","2"
"Greece","1998","Thousand metric tons","2.22",""
"Greece","1997","Thousand metric tons","5.498","2"
"Greece","1996","Thousand metric tons","2.316",""
"Greece","1995","Thousand metric tons","7.175",""
"Greenland","2003","Thousand metric tons","25.04","2"
"Greenland","2002","Thousand metric tons","21.483","2"
"Greenland","2001","Thousand metric tons","19.417","2"
"Greenland","2000","Thousand metric tons","22.773","2"
"Greenland","1999","Thousand metric tons","23.74","2"
"Greenland","1998","Thousand metric tons","27.052","2"
"Greenland","1997","Thousand metric tons","22.58","2"
"Greenland","1996","Thousand metric tons","13.114","2"
"Greenland","1995","Thousand metric tons","13.408","2"
"Grenada","1997","Thousand metric tons","0.093","2"
"Grenada","1996","Thousand metric tons","0","2"
"Grenada","1995","Thousand metric tons","0.1","2"
"Guatemala","2003","Thousand metric tons","0.05","1,2"
"Guatemala","1999","Thousand metric tons","0.044","2"
"Guatemala","1997","Thousand metric tons","0.05","2"
"Guinea","1997","Thousand metric tons","6.953","2"
"Guinea","1996","Thousand metric tons","2.655","2"
"Guinea","1995","Thousand metric tons","2.438","2"
"Guinea-Bissau","1997","Thousand metric tons","3.722","2"
"Guinea-Bissau","1996","Thousand metric tons","4.929","2"
"Guinea-Bissau","1995","Thousand metric tons","1.038","2"
"Guyana","2003","Thousand metric tons","7.006","2"
"Guyana","2002","Thousand metric tons","6.47","2"
"Guyana","2001","Thousand metric tons","5.731","2"
"Guyana","2000","Thousand metric tons","5.666","2"
"Guyana","1999","Thousand metric tons","5.625","2"
"Guyana","1998","Thousand metric tons","5.717","2"
"Guyana","1997","Thousand metric tons","5.549","2"
"Guyana","1996","Thousand metric tons","5.198","2"
"Guyana","1995","Thousand metric tons","5.371","2"
"Honduras","1997","Thousand metric tons","0.02","2"
"Honduras","1996","Thousand metric tons","0.963","2"
"Honduras","1995","Thousand metric tons","3.444","2"
"Hungary","2002","Thousand metric tons","2.87","2"
"Hungary","2001","Thousand metric tons","0",""
"Hungary","2000","Thousand metric tons","0",""
"Hungary","1999","Thousand metric tons","0",""
"Hungary","1998","Thousand metric tons","0.7","2"
"Hungary","1997","Thousand metric tons","1.2","2"
"Hungary","1996","Thousand metric tons","1","2"
"Hungary","1995","Thousand metric tons","1","2"
"Iceland","2016","Mil. USD","834.930589677627","7"
"Iceland","2016","Thousand metric tons","256.511894","7"
"Iceland","2015","Mil. USD","810.537044342378",""
"Iceland","2015","Thousand metric tons","272.166",""
"Iceland","2014","Mil. USD","969.135615196893",""
"Iceland","2014","Thousand metric tons","363.8681",""
"Iceland","2013","Mil. USD","1034.26018009838",""
"Iceland","2013","Thousand metric tons","425.669",""
"Iceland","2012","Mil. USD","1005.4149212579",""
"Iceland","2012","Thousand metric tons","406.245",""
"Iceland","2011","Mil. USD","1068.7380917164",""
"Iceland","2011","Thousand metric tons","368.0042",""
"Iceland","2010","Mil. USD","779.298826324777",""
"Iceland","2010","Thousand metric tons","328.0941",""
"Iceland","2009","Mil. USD","636.547479031433",""
"Iceland","2009","Thousand metric tons","255.2116",""
"Iceland","2008","Mil. USD","748.854979088957",""
"Iceland","2008","Thousand metric tons","272.446",""
"Iceland","2007","Mil. USD","866.201677394188",""
"Iceland","2007","Thousand metric tons","269.003",""
"Iceland","2005","Mil. USD","770.614729153986",""
"Iceland","2005","Thousand metric tons","306.226",""
"Iceland","2004","Mil. USD","694.355930191143",""
"Iceland","2004","Thousand metric tons","280.707",""
"Iceland","2003","Thousand metric tons","226.871",""
"Iceland","2002","Thousand metric tons","213.514",""
"Iceland","2001","Thousand metric tons","182.289",""
"Iceland","2000","Thousand metric tons","166.645",""
"Iceland","1999","Thousand metric tons","166.6",""
"Iceland","1998","Thousand metric tons","218.231",""
"Iceland","1997","Thousand metric tons","236.06",""
"Iceland","1996","Thousand metric tons","228.563",""
"Iceland","1995","Thousand metric tons","187.241",""
"India","2015","Mil. USD","795.528513275558",""
"India","2014","Mil. USD","912.120872868566",""
"India","2013","Mil. USD","787.856988070126",""
"India","2012","Mil. USD","831.229154846894",""
"India","2011","Mil. USD","597.025240289437",""
"India","2005","Mil. USD","229.449423270648",""
"India","2005","Thousand metric tons","161.096",""
"India","2004","Mil. USD","239.10040358398",""
"India","2004","Thousand metric tons","123.511",""
"India","2003","Mil. USD","163.724992675752",""
"India","2003","Thousand metric tons","99.295",""
"India","2002","Thousand metric tons","336.66","2"
"India","2001","Thousand metric tons","220.968","2"
"India","2000","Thousand metric tons","271.668","2"
"India","1999","Thousand metric tons","222.57","2"
"India","1998","Thousand metric tons","162.285","2"
"India","1997","Thousand metric tons","239.435","2"
"India","1996","Thousand metric tons","248.227","2"
"India","1995","Thousand metric tons","295.461","2"
"Indonesia","2012","Mil. USD","257.764950223691",""
"Indonesia","2003","Thousand metric tons","555.116","2"
"Indonesia","2002","Thousand metric tons","1411.553",""
"Indonesia","2001","Thousand metric tons","1051.672",""
"Indonesia","2000","Thousand metric tons","418.123","2"
"Indonesia","1999","Thousand metric tons","58.29",""
"Indonesia","1998","Thousand metric tons","155.267",""
"Indonesia","1997","Thousand metric tons","89.946",""
"Indonesia","1995","Thousand metric tons","48.068",""
"Iran (Islamic Republic of)","1998","Thousand metric tons","2.055","8"
"Iran (Islamic Republic of)","1997","Thousand metric tons","2.375","8"
"Iran (Islamic Republic of)","1996","Thousand metric tons","1.969","8"
"Iran (Islamic Republic of)","1995","Thousand metric tons","1.575","8"
"Ireland","2004","Mil. USD","164.845753167818",""
"Ireland","2004","Thousand metric tons","119.657695",""
"Ireland","2003","Mil. USD","122.285352050946",""
"Ireland","2003","Thousand metric tons","107.088448",""
"Ireland","2002","Mil. USD","130.829336926361",""
"Ireland","2002","Thousand metric tons","98.680516",""
"Ireland","2001","Mil. USD","111.850491718195",""
"Ireland","2001","Thousand metric tons","111.67672",""
"Ireland","2000","Mil. USD","99.5222849316039",""
"Ireland","2000","Thousand metric tons","109.480368",""
"Ireland","1999","Mil. USD","87.3388213944856",""
"Ireland","1999","Thousand metric tons","74.864455",""
"Ireland","1998","Mil. USD","97.6022998211837",""
"Ireland","1998","Thousand metric tons","86.847123",""
"Ireland","1997","Mil. USD","111.746319054201",""
"Ireland","1997","Thousand metric tons","92.702648",""
"Ireland","1996","Mil. USD","126.784918397596",""
"Ireland","1996","Thousand metric tons","109.455957",""
"Ireland","1995","Mil. USD","115.591296807866",""
"Ireland","1995","Thousand metric tons","127.658645",""
"Israel","2002","Thousand metric tons","0.023","2"
"Italy","2016","Mil. USD","246.146408593981","7"
"Italy","2016","Thousand metric tons","45.985","7"
"Italy","2003","Thousand metric tons","40.104","2"
"Italy","2002","Thousand metric tons","41.226","2"
"Italy","2001","Thousand metric tons","33.256","2"
"Italy","2000","Thousand metric tons","31.822","2"
"Italy","1999","Thousand metric tons","46.106","2"
"Italy","1998","Thousand metric tons","62.064","2"
"Italy","1997","Thousand metric tons","43.02","2"
"Italy","1996","Thousand metric tons","19.44","2"
"Italy","1995","Thousand metric tons","14.978","2"
"Jamaica","1997","Thousand metric tons","0.38","2"
"Jamaica","1996","Thousand metric tons","0","2"
"Jamaica","1995","Thousand metric tons","0.116","2"
"Japan","2016","Thousand metric tons","1401.661","9"
"Japan","2015","Thousand metric tons","1416.228","9"
"Japan","2014","Thousand metric tons","1485.406","9"
"Japan","2013","Thousand metric tons","1382.604","9"
"Japan","2012","Thousand metric tons","1257.111","9"
"Japan","2011","Thousand metric tons","1250.647","9"
"Japan","2010","Thousand metric tons","1539.592","9"
"Japan","2009","Thousand metric tons","1615.983","9"
"Japan","2008","Thousand metric tons","1655.415","9"
"Japan","2007","Thousand metric tons","1657.243","9"
"Japan","2006","Thousand metric tons","1679.191","9"
"Japan","2005","Thousand metric tons","1625.15","9"
"Japan","2004","Thousand metric tons","1628.978","9"
"Japan","2003","Thousand metric tons","1548.22","9"
"Japan","2002","Thousand metric tons","1403.763","9"
"Japan","2001","Thousand metric tons","1584.281","9"
"Japan","2000","Thousand metric tons","1649.115","9"
"Japan","1999","Thousand metric tons","1986.914","9"
"Japan","1998","Thousand metric tons","2257.215","9"
"Japan","1997","Thousand metric tons","2518.113","9"
"Japan","1996","Thousand metric tons","2474.588","9"
"Japan","1995","Thousand metric tons","2468.915","9"
"Kazakhstan","2016","Thousand metric tons","23.272",""
"Kazakhstan","2015","Thousand metric tons","24.71",""
"Kazakhstan","2014","Thousand metric tons","24.791",""
"Kazakhstan","2013","Thousand metric tons","17.933",""
"Kazakhstan","2012","Thousand metric tons","22.444",""
"Kazakhstan","2011","Thousand metric tons","20.576",""
"Kazakhstan","2010","Thousand metric tons","36.373",""
"Kazakhstan","2009","Thousand metric tons","26.981",""
"Kazakhstan","2008","Thousand metric tons","28.276",""
"Kazakhstan","2007","Thousand metric tons","24.471",""
"Kazakhstan","2006","Thousand metric tons","18.195",""
"Kazakhstan","2005","Thousand metric tons","17.393",""
"Kazakhstan","2004","Thousand metric tons","14.698",""
"Kazakhstan","2003","Thousand metric tons","15.465",""
"Kazakhstan","2002","Thousand metric tons","14.737",""
"Kazakhstan","2001","Thousand metric tons","9.293",""
"Kazakhstan","2000","Thousand metric tons","7.135",""
"Kazakhstan","1999","Thousand metric tons","5.973",""
"Kazakhstan","1998","Thousand metric tons","6.24",""
"Kazakhstan","1997","Thousand metric tons","6.886",""
"Kazakhstan","1996","Thousand metric tons","7.3",""
"Kazakhstan","1995","Thousand metric tons","6.373",""
"Kenya","2003","Thousand metric tons","34.081","2"
"Kenya","2002","Thousand metric tons","35.991","2"
"Kenya","2001","Thousand metric tons","35.57","2"
"Kenya","2000","Thousand metric tons","33.415","2"
"Kenya","1999","Thousand metric tons","29.082","2"
"Kenya","1998","Thousand metric tons","28.848","2"
"Kenya","1997","Thousand metric tons","27.121","2"
"Kenya","1996","Thousand metric tons","0.099",""
"Kenya","1995","Thousand metric tons","0.256",""
"Kiribati","1997","Thousand metric tons","0.1","2"
"Kiribati","1996","Thousand metric tons","0.12","2"
"Kiribati","1995","Thousand metric tons","0.071","2"
"Kuwait","2016","Thousand metric tons","4.017",""
"Kuwait","2015","Thousand metric tons","4.541",""
"Kuwait","2014","Thousand metric tons","4.356",""
"Kuwait","2013","Thousand metric tons","3.877",""
"Kuwait","2012","Thousand metric tons","4.472",""
"Kuwait","2011","Thousand metric tons","5.774",""
"Kuwait","2010","Thousand metric tons","7.35",""
"Kuwait","2009","Thousand metric tons","9.907",""
"Kuwait","2008","Thousand metric tons","7.439",""
"Kuwait","2007","Thousand metric tons","7.88",""
"Kuwait","2006","Thousand metric tons","5.7",""
"Kuwait","2005","Thousand metric tons","5.198",""
"Kuwait","2004","Thousand metric tons","3.897",""
"Kuwait","2003","Thousand metric tons","6.598",""
"Kuwait","2002","Thousand metric tons","6.529",""
"Kuwait","2001","Thousand metric tons","5.5",""
"Kuwait","2000","Thousand metric tons","5.5",""
"Kuwait","1999","Thousand metric tons","5.2",""
"Kuwait","1998","Thousand metric tons","4.8",""
"Kuwait","1997","Thousand metric tons","5.1",""
"Kuwait","1996","Thousand metric tons","5.4",""
"Kyrgyzstan","2015","Thousand metric tons","0",""
"Kyrgyzstan","2014","Thousand metric tons","0",""
"Kyrgyzstan","2013","Thousand metric tons","0",""
"Kyrgyzstan","2012","Thousand metric tons","0.426",""
"Kyrgyzstan","2011","Thousand metric tons","0.0267",""
"Kyrgyzstan","2010","Thousand metric tons","0.0453",""
"Kyrgyzstan","2009","Thousand metric tons","0.0308",""
"Kyrgyzstan","2008","Thousand metric tons","0.0299",""
"Kyrgyzstan","2007","Thousand metric tons","0.0141",""
"Kyrgyzstan","2006","Thousand metric tons","0.0217",""
"Kyrgyzstan","2005","Thousand metric tons","0.0116",""
"Kyrgyzstan","2004","Thousand metric tons","0.0111",""
"Kyrgyzstan","2003","Thousand metric tons","0.0108",""
"Kyrgyzstan","2002","Thousand metric tons","0.0347",""
"Kyrgyzstan","2001","Thousand metric tons","0.0348",""
"Kyrgyzstan","2000","Thousand metric tons","0.0252",""
"Kyrgyzstan","1999","Thousand metric tons","0.0099",""
"Kyrgyzstan","1998","Thousand metric tons","0.0382",""
"Kyrgyzstan","1997","Thousand metric tons","0.0744",""
"Kyrgyzstan","1996","Thousand metric tons","0.13",""
"Kyrgyzstan","1995","Thousand metric tons","0.15","1,2"
"Latvia","2016","Mil. USD","13.4158061167729",""
"Latvia","2016","Thousand metric tons","20.718298",""
"Latvia","2015","Mil. USD","8.87851542255286",""
"Latvia","2015","Thousand metric tons","17.88719",""
"Latvia","2014","Mil. USD","20.2518648247723",""
"Latvia","2014","Thousand metric tons","19.645361",""
"Latvia","2013","Mil. USD","25.3190611958878",""
"Latvia","2013","Thousand metric tons","25.0655",""
"Latvia","2012","Mil. USD","24.0890514425296",""
"Latvia","2012","Thousand metric tons","24.709",""
"Latvia","2011","Mil. USD","30.6709449823917",""
"Latvia","2011","Thousand metric tons","26.03658",""
"Latvia","2010","Mil. USD","22.3173570784755",""
"Latvia","2010","Thousand metric tons","28.09022",""
"Latvia","2009","Mil. USD","30.7526456278423",""
"Latvia","2009","Thousand metric tons","37.433893",""
"Latvia","2008","Mil. USD","35.6963499650008",""
"Latvia","2008","Thousand metric tons","36.409",""
"Latvia","2007","Mil. USD","24.1358527297468",""
"Latvia","2007","Thousand metric tons","29.074",""
"Latvia","2006","Mil. USD","22.2221891763222",""
"Latvia","2006","Thousand metric tons","30.579",""
"Latvia","2005","Mil. USD","17.7956497357912",""
"Latvia","2005","Thousand metric tons","31.0823",""
"Latvia","2004","Mil. USD","19.5304498098286",""
"Latvia","2004","Thousand metric tons","22.9338",""
"Latvia","2003","Thousand metric tons","21.4309",""
"Latvia","2002","Thousand metric tons","15.2012",""
"Latvia","2001","Thousand metric tons","14.042",""
"Latvia","2000","Thousand metric tons","2.9166",""
"Latvia","1999","Thousand metric tons","5.0243",""
"Latvia","1998","Thousand metric tons","5.221",""
"Latvia","1997","Thousand metric tons","10.573",""
"Latvia","1996","Thousand metric tons","10.341",""
"Latvia","1995","Thousand metric tons","8.487",""
"Liberia","2003","Thousand metric tons","2","1,2"
"Liberia","2002","Thousand metric tons","2.05","1,2"
"Liberia","2001","Thousand metric tons","2.332","2"
"Liberia","2000","Thousand metric tons","4.891","2"
"Liberia","1999","Thousand metric tons","7.456","2"
"Liberia","1998","Thousand metric tons","5.095","2"
"Liberia","1997","Thousand metric tons","1.799","2"
"Liberia","1996","Thousand metric tons","1.187","2"
"Liberia","1995","Thousand metric tons","1.12","2"
"Lithuania","2016","Mil. USD","109.177173478153","7"
"Lithuania","2016","Thousand metric tons","21.606897","7"
"Lithuania","2015","Mil. USD","96.9038917604721",""
"Lithuania","2015","Thousand metric tons","20.491346",""
"Lithuania","2014","Mil. USD","91.5769230769231",""
"Lithuania","2014","Thousand metric tons","16.908818",""
"Lithuania","2013","Mil. USD","51.1340153403499",""
"Lithuania","2013","Thousand metric tons","11.305334",""
"Lithuania","2012","Mil. USD","56.4346754682029",""
"Lithuania","2012","Thousand metric tons","11.668275",""
"Lithuania","2011","Mil. USD","56.5591855788427",""
"Lithuania","2011","Thousand metric tons","11.049275",""
"Lithuania","2010","Mil. USD","56.3013556720809",""
"Lithuania","2010","Thousand metric tons","13.918789",""
"Lithuania","2009","Mil. USD","38.0425249258599",""
"Lithuania","2009","Thousand metric tons","10.887811",""
"Lithuania","2008","Mil. USD","28.1705079388649",""
"Lithuania","2008","Thousand metric tons","8.3961",""
"Lithuania","2007","Mil. USD","42.5165182418845",""
