"Country or Area","Year","Unit","Value","Value Footnotes"
"United Kingdom","2000","Mil. USD","440.439430752336","14"
"United Kingdom","2000","Thousand metric tons","322.875","14"
"United Kingdom","1999","Thousand metric tons","200.216",""
"United Kingdom","1998","Thousand metric tons","168.935",""
"United Kingdom","1997","Thousand metric tons","154.007",""
"United Kingdom","1996","Mil. USD","305.32409634072","14"
"United Kingdom","1996","Thousand metric tons","109.353",""
"United Kingdom","1995","Thousand metric tons","121.818","15"
"United Republic of Tanzania","2015","Mil. USD","161.672421849957","16"
"United Republic of Tanzania","2015","Thousand metric tons","31.328","16"
"United Republic of Tanzania","2014","Mil. USD","164.431232316028","16"
"United Republic of Tanzania","2014","Thousand metric tons","30.009","16"
"United Republic of Tanzania","2013","Mil. USD","150.698151405914","16"
"United Republic of Tanzania","2013","Thousand metric tons","29.289","16"
"United Republic of Tanzania","2012","Thousand metric tons","34.94","16"
"United Republic of Tanzania","2011","Thousand metric tons","30.767","16"
"United Republic of Tanzania","2010","Thousand metric tons","32.968","16"
"United Republic of Tanzania","2009","Mil. USD","169.556884812866","16"
"United Republic of Tanzania","2009","Thousand metric tons","34.924","16"
"United Republic of Tanzania","2008","Mil. USD","192.358889900664","16"
"United Republic of Tanzania","2008","Thousand metric tons","42.917","16"
"United Republic of Tanzania","2007","Mil. USD","155.069478400483","16"
"United Republic of Tanzania","2007","Thousand metric tons","44.029","16"
"United Republic of Tanzania","2006","Mil. USD","147.664653138428","16"
"United Republic of Tanzania","2006","Thousand metric tons","42.371","16"
"United Republic of Tanzania","2005","Mil. USD","154.583857253355","16"
"United Republic of Tanzania","2005","Thousand metric tons","44.691","16"
"United Republic of Tanzania","2004","Thousand metric tons","44.224","16"
"United Republic of Tanzania","2003","Thousand metric tons","40.355","16"
"United Republic of Tanzania","2002","Thousand metric tons","35.303","16"
"United Republic of Tanzania","2001","Thousand metric tons","33.074","16"
"United Republic of Tanzania","2000","Thousand metric tons","33.316","16"
"United Republic of Tanzania","1999","Thousand metric tons","19.982","16"
"United Republic of Tanzania","1998","Thousand metric tons","25.721","16"
"United Republic of Tanzania","1997","Thousand metric tons","24.408","16"
"United Republic of Tanzania","1996","Thousand metric tons","11.104","16"
"United Republic of Tanzania","1995","Thousand metric tons","2.424","16"
"United States of America","2005","Mil. USD","4947",""
"United States of America","2005","Thousand metric tons","1404.439",""
"United States of America","2004","Mil. USD","4142",""
"United States of America","2004","Thousand metric tons","1187.044",""
"United States of America","2003","Mil. USD","4589",""
"United States of America","2003","Thousand metric tons","1274.111",""
"United States of America","2002","Mil. USD","4680",""
"United States of America","2002","Thousand metric tons","1253.446",""
"United States of America","2001","Mil. USD","4910",""
"United States of America","2001","Thousand metric tons","1244.892",""
"United States of America","2000","Mil. USD","4722",""
"United States of America","2000","Thousand metric tons","1154.796",""
"United States of America","1999","Mil. USD","4728",""
"United States of America","1999","Thousand metric tons","1134.333",""
"United States of America","1998","Mil. USD","4550",""
"United States of America","1998","Thousand metric tons","1167.83",""
"United States of America","1997","Mil. USD","4473",""
"United States of America","1997","Thousand metric tons","1099.586",""
"United States of America","1996","Mil. USD","4418",""
"United States of America","1996","Thousand metric tons","1148.542",""
"United States of America","1995","Mil. USD","4662",""
"United States of America","1995","Thousand metric tons","1067.335",""
"Uruguay","2013","Mil. USD","75.5800020710581",""
"Uruguay","2012","Mil. USD","85.6204198283134",""
"Uruguay","2010","Mil. USD","82.8045879026037",""
"Uruguay","2003","Mil. USD","72.0475634216652",""
"Uruguay","2003","Thousand metric tons","69.694","2"
"Uruguay","2002","Thousand metric tons","58.831","2"
"Uruguay","2001","Mil. USD","65.2249573227452",""
"Uruguay","2001","Thousand metric tons","51.253","2"
"Uruguay","2000","Mil. USD","64.6867293180002",""
"Uruguay","2000","Thousand metric tons","47.442","2"
"Uruguay","1999","Mil. USD","65.3915922886774",""
"Uruguay","1999","Thousand metric tons","45.469","2"
"Uruguay","1998","Mil. USD","64.0618929366001",""
"Uruguay","1998","Thousand metric tons","58.517","2"
"Uruguay","1997","Mil. USD","67.9384253634711",""
"Uruguay","1997","Thousand metric tons","45.774","2"
"Uruguay","1996","Thousand metric tons","58.035","2"
"Uruguay","1995","Thousand metric tons","63.651","2"
"Uzbekistan","2016","Mil. USD","29.7462127291029",""
"Uzbekistan","2016","Thousand metric tons","7.819455",""
"Uzbekistan","2003","Thousand metric tons","0.25","1,2"
"Uzbekistan","2002","Thousand metric tons","0.25","1,2"
"Uzbekistan","2001","Thousand metric tons","0.25","1,2"
"Uzbekistan","2000","Thousand metric tons","0.25","1,2"
"Uzbekistan","1999","Thousand metric tons","0.28","1,2"
"Uzbekistan","1998","Thousand metric tons","0.25","1,2"
"Uzbekistan","1997","Thousand metric tons","0.24","1,2"
"Uzbekistan","1996","Thousand metric tons","0.222","2"
"Uzbekistan","1995","Thousand metric tons","0.15","1,2"
"Vanuatu","1997","Thousand metric tons","0","2"
"Vanuatu","1996","Thousand metric tons","0.015","2"
"Vanuatu","1995","Thousand metric tons","0.002","2"
"Venezuela (Bolivarian Republic of)","2003","Thousand metric tons","33.803","1,2"
"Venezuela (Bolivarian Republic of)","2002","Thousand metric tons","27.537","2"
"Venezuela (Bolivarian Republic of)","2001","Thousand metric tons","41.509","2"
"Venezuela (Bolivarian Republic of)","2000","Thousand metric tons","19.678","1,2"
"Venezuela (Bolivarian Republic of)","1999","Thousand metric tons","15.492","2"
"Venezuela (Bolivarian Republic of)","1998","Thousand metric tons","12.638","2"
"Venezuela (Bolivarian Republic of)","1997","Thousand metric tons","10.598","2"
"Venezuela (Bolivarian Republic of)","1996","Thousand metric tons","15.667","1,2"
"Venezuela (Bolivarian Republic of)","1995","Thousand metric tons","27.237","2"
"Viet Nam","2016","Mil. USD","6.31420732237752",""
"Viet Nam","2016","Thousand metric tons","1763.1",""
"Viet Nam","2015","Mil. USD","4.53474284105299",""
"Viet Nam","2015","Thousand metric tons","1666",""
"Viet Nam","2014","Thousand metric tons","1586.66948",""
"Viet Nam","2013","Thousand metric tons","1463.375",""
"Viet Nam","2012","Thousand metric tons","1372.148",""
"Viet Nam","2011","Thousand metric tons","1362.924",""
"Viet Nam","2010","Thousand metric tons","1278.3",""
"Viet Nam","2009","Thousand metric tons","1177.752",""
"Viet Nam","2008","Thousand metric tons","1103.9",""
"Viet Nam","2007","Thousand metric tons","815.61",""
"Viet Nam","2006","Thousand metric tons","800.981",""
"Viet Nam","2005","Thousand metric tons","681.716",""
"Viet Nam","2004","Thousand metric tons","485.586",""
"Viet Nam","2003","Thousand metric tons","361.621",""
"Viet Nam","2002","Thousand metric tons","296.175",""
"Viet Nam","2001","Thousand metric tons","226.051",""
"Viet Nam","2000","Thousand metric tons","177.703",""
"Viet Nam","1999","Thousand metric tons","43.321","2"
"Viet Nam","1998","Thousand metric tons","38.112","2"
"Viet Nam","1997","Thousand metric tons","41.765","2"
"Viet Nam","1996","Thousand metric tons","41.056","2"
"Viet Nam","1995","Thousand metric tons","37.734","1,2"
"Yemen","2003","Thousand metric tons","2","1,2"
"Yemen","2002","Thousand metric tons","2","1,2"
"Yemen","2001","Thousand metric tons","2","1,2"
"Yemen","2000","Thousand metric tons","4","1,2"
"Yemen","1999","Thousand metric tons","2.2","1,2"
"Yemen","1998","Thousand metric tons","2.2","1,2"
"Yemen","1997","Thousand metric tons","2","1,2"
"Yemen","1996","Thousand metric tons","3","1,2"
"Yemen","1995","Thousand metric tons","4","1,2"
"Zambia","1997","Thousand metric tons","0","2"
"Zambia","1996","Thousand metric tons","0","2"
"Zambia","1995","Thousand metric tons","0","2"
"Zimbabwe","2003","Thousand metric tons","1.3","1,2"
"Zimbabwe","2002","Thousand metric tons","1.3","1,2"
"Zimbabwe","2001","Thousand metric tons","1.3","1,2"
"Zimbabwe","2000","Thousand metric tons","1.3","1,2"
"Zimbabwe","1999","Thousand metric tons","1.25","1,2"
"Zimbabwe","1998","Thousand metric tons","1.6","1,2"
"Zimbabwe","1997","Thousand metric tons","1.8","1,2"
"Zimbabwe","1996","Thousand metric tons","1.6","1,2"
"Zimbabwe","1995","Thousand metric tons","1.7","1,2"

"fnSeqID","Footnote"
"1","Provisional or estimated figure."
"2","Source: Food and Agriculture Organization of the United Nations (Rome)."
"3","Break in series; data prior to the sign not comparable to following years."
"4","Incomplete coverage."
"5","Excluding sardines."
"6","Including prepared frozen fish."
"7","Calculated by the Statistics Division of the United Nations, based on Prodcom data."
"8","Production by establishments employing 10 or more persons."
"9","Including ground fish meat."
"10","Agricultural production data."
"11","Including canned fish."
"12","Including salted, dried or smoked fish."
"13","Excluding national product list code 10.20.13.60."
"14","Excluding Prodcom 2002 code 15.20.12.50."
"15","Excluding Prodcom 2002 code 15.20.12.30."
"16","Tanganyika only."
