Region/Country/Area,,Year,Series,Value,Footnotes,Source
1,"Total, all countries or areas",2005,Land area (thousand hectares),13010620,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2005,Arable land (thousand hectares),1365738,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2005,Permanent crops (thousand hectares),145681,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2005,Forest cover (thousand hectares),4132183,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2005,Arable land (% of total land area),10.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2005,Permanent crops (% of total land area),1.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2005,Forest cover (% of total land area),31.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2005,Important sites for terrestrial biodiversity protected (% of total sites protected),35.35,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
1,"Total, all countries or areas",2010,Land area (thousand hectares),13008536,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2010,Arable land (thousand hectares),1361130,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2010,Permanent crops (thousand hectares),158427,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2010,Forest cover (thousand hectares),4106317,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2010,Arable land (% of total land area),10.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2010,Permanent crops (% of total land area),1.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2010,Forest cover (% of total land area),31.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2010,Important sites for terrestrial biodiversity protected (% of total sites protected),40.04,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
1,"Total, all countries or areas",2018,Land area (thousand hectares),13028122,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2018,Arable land (thousand hectares),1394979,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2018,Permanent crops (thousand hectares),169942,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2018,Forest cover (thousand hectares),4068923,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2018,Arable land (% of total land area),10.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2018,Permanent crops (% of total land area),1.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2018,Forest cover (% of total land area),31.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
1,"Total, all countries or areas",2018,Important sites for terrestrial biodiversity protected (% of total sites protected),43.06,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
1,"Total, all countries or areas",2020,Important sites for terrestrial biodiversity protected (% of total sites protected),43.17,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
2,Africa,2005,Land area (thousand hectares),2977754,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2005,Arable land (thousand hectares),215651,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2005,Permanent crops (thousand hectares),30854,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2005,Forest cover (thousand hectares),693032,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2005,Arable land (% of total land area),7.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2005,Permanent crops (% of total land area),1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2005,Forest cover (% of total land area),23.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2010,Land area (thousand hectares),2977819,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2010,Arable land (thousand hectares),225759,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2010,Permanent crops (thousand hectares),33511,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2010,Forest cover (thousand hectares),676015,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2010,Arable land (% of total land area),7.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2010,Permanent crops (% of total land area),1.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2010,Forest cover (% of total land area),22.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2018,Land area (thousand hectares),2988367,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2018,Arable land (thousand hectares),240723,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2018,Permanent crops (thousand hectares),35457,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2018,Forest cover (thousand hectares),644619,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2018,Arable land (% of total land area),8.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2018,Permanent crops (% of total land area),1.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
2,Africa,2018,Forest cover (% of total land area),21.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2005,Land area (thousand hectares),838039,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2005,Arable land (thousand hectares),41430,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2005,Permanent crops (thousand hectares),5310,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2005,Forest cover (thousand hectares),37074,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2005,Arable land (% of total land area),4.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2005,Permanent crops (% of total land area),0.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2005,Forest cover (% of total land area),4.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),25.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
15,Northern Africa,2010,Land area (thousand hectares),838039,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2010,Arable land (thousand hectares),42525,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2010,Permanent crops (thousand hectares),5806,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2010,Forest cover (thousand hectares),36466,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2010,Arable land (% of total land area),5.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2010,Permanent crops (% of total land area),0.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2010,Forest cover (% of total land area),4.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),30,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
15,Northern Africa,2018,Land area (thousand hectares),785362,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2018,Arable land (thousand hectares),42048,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2018,Permanent crops (thousand hectares),6412,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2018,Forest cover (thousand hectares),27982,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2018,Arable land (% of total land area),5.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2018,Permanent crops (% of total land area),0.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2018,Forest cover (% of total land area),3.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
15,Northern Africa,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),34.26,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
15,Northern Africa,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),34.89,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
202,Sub-Saharan Africa,2005,Land area (thousand hectares),2139715,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2005,Arable land (thousand hectares),174221,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2005,Permanent crops (thousand hectares),25544,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2005,Forest cover (thousand hectares),655958,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2005,Arable land (% of total land area),8.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2005,Permanent crops (% of total land area),1.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2005,Forest cover (% of total land area),30.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),34.02,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
202,Sub-Saharan Africa,2010,Land area (thousand hectares),2139780,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2010,Arable land (thousand hectares),183234,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2010,Permanent crops (thousand hectares),27706,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2010,Forest cover (thousand hectares),639549,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2010,Arable land (% of total land area),8.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2010,Permanent crops (% of total land area),1.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2010,Forest cover (% of total land area),29.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),39.41,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
202,Sub-Saharan Africa,2018,Land area (thousand hectares),2203004,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2018,Arable land (thousand hectares),198675,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2018,Permanent crops (thousand hectares),29045,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2018,Forest cover (thousand hectares),616637,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2018,Arable land (% of total land area),9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2018,Permanent crops (% of total land area),1.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2018,Forest cover (% of total land area),28,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
202,Sub-Saharan Africa,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),41.12,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
202,Sub-Saharan Africa,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),42.73,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2021."
14,Eastern Africa,2005,Land area (thousand hectares),618560,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2005,Arable land (thousand hectares),55770,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2005,Permanent crops (thousand hectares),6913,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2005,Forest cover (thousand hectares),206408,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2005,Arable land (% of total land area),9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2005,Permanent crops (% of total land area),1.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2005,Forest cover (% of total land area),33.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2010,Land area (thousand hectares),618625,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2010,Arable land (thousand hectares),62228,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2010,Permanent crops (thousand hectares),7604,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2010,Forest cover (thousand hectares),201429,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2010,Arable land (% of total land area),10.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2010,Permanent crops (% of total land area),1.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2010,Forest cover (% of total land area),32.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2018,Land area (thousand hectares),681849,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2018,Arable land (thousand hectares),66773,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2018,Permanent crops (thousand hectares),8520,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2018,Forest cover (thousand hectares),199791,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2018,Arable land (% of total land area),9.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2018,Permanent crops (% of total land area),1.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
14,Eastern Africa,2018,Forest cover (% of total land area),29.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2005,Land area (thousand hectares),649682,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2005,Arable land (thousand hectares),22745,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2005,Permanent crops (thousand hectares),2762,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2005,Forest cover (thousand hectares),313853,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2005,Arable land (% of total land area),3.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2005,Permanent crops (% of total land area),0.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2005,Forest cover (% of total land area),48.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2010,Land area (thousand hectares),649682,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2010,Arable land (thousand hectares),24061,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2010,Permanent crops (thousand hectares),3250,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2010,Forest cover (thousand hectares),306675,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2010,Arable land (% of total land area),3.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2010,Permanent crops (% of total land area),0.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2010,Forest cover (% of total land area),47.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2018,Land area (thousand hectares),649682,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2018,Arable land (thousand hectares),30899,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2018,Permanent crops (thousand hectares),3830,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2018,Forest cover (thousand hectares),291475,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2018,Arable land (% of total land area),4.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2018,Permanent crops (% of total land area),0.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
17,Middle Africa,2018,Forest cover (% of total land area),44.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2005,Land area (thousand hectares),265067,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2005,Arable land (thousand hectares),14730,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2005,Permanent crops (thousand hectares),406,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2005,Forest cover (thousand hectares),42843,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2005,Arable land (% of total land area),5.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2005,Permanent crops (% of total land area),0.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2005,Forest cover (% of total land area),16.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2010,Land area (thousand hectares),265067,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2010,Arable land (thousand hectares),14089,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2010,Permanent crops (thousand hectares),460,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2010,Forest cover (thousand hectares),41721,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2010,Arable land (% of total land area),5.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2010,Permanent crops (% of total land area),0.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2010,Forest cover (% of total land area),15.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2018,Land area (thousand hectares),265067,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2018,Arable land (thousand hectares),13664,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2018,Permanent crops (thousand hectares),444,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2018,Forest cover (thousand hectares),39925,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2018,Arable land (% of total land area),5.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2018,Permanent crops (% of total land area),0.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
18,Southern Africa,2018,Forest cover (% of total land area),15.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2005,Land area (thousand hectares),606406,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2005,Arable land (thousand hectares),80976,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2005,Permanent crops (thousand hectares),15463,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2005,Forest cover (thousand hectares),92854,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2005,Arable land (% of total land area),13.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2005,Permanent crops (% of total land area),2.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2005,Forest cover (% of total land area),15.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2010,Land area (thousand hectares),606406,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2010,Arable land (thousand hectares),82855,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2010,Permanent crops (thousand hectares),16392,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2010,Forest cover (thousand hectares),89725,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2010,Arable land (% of total land area),13.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2010,Permanent crops (% of total land area),2.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2010,Forest cover (% of total land area),14.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2018,Land area (thousand hectares),606406,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2018,Arable land (thousand hectares),87339,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
11,Western Africa,2018,Permanent crops (thousand hectares),16251,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2021."
